tile,cpc
0,0.12152965686316551
10168,0.12318153461753802
10532,0.358867977317512
10582,0.07595023547586084
10737,0.018735979285893028
11194,0.21627839689015763
11452,0.17495130110507556
1146,0.2909896770400983
11527,0.12454065698870831
11604,0.3088437096938708
11666,0.23762911038652515
11820,0.56719415901127
11920,0.5748875861396149
12121,0.2190201868742555
12233,0.12933099064823583
12803,0.17423058200116545
12912,0.1627690835967239
13136,0.17044447810006194
13212,0.3076113924553126
13348,0.2618142098782472
13749,0.026806172305706248
13863,0.15972207323561718
14170,0.5535083350108942
14292,0.09220528853567023
14324,0.2906434998567325
14337,0.4397478893253455
14362,0.2905558851319742
14482,0.14711326673536926
14514,0.15098860551453508
1457,0.1151194081759766
14644,0.25063968399195996
14782,0.1838621939805857
14882,0.20519253022269762
14901,0.6146294487592924
15049,0.10223273999624272
15323,0.3848635371704948
15389,0.02560141422743585
15502,0.2132681640575256
1561,0.18045321702517395
15672,0.09240329748500796
15754,0.16839653554229236
15869,0.17974883412056836
16349,0.3018451033148978
16583,0.25651838946181116
16766,0.14945405610627235
17036,0.35570030014404536
17173,0.111360371084873
17367,0.0969907676812301
17466,0.08071982582047543
17527,0.2328124662493674
17649,0.4033419616583307
17716,0.11208615802169698
1780,0.28802630253486045
17827,0.09767254991098283
17894,0.2340118405296175
18354,0.11669876202376132
18797,0.6725143329658214
18880,0.21582431993402862
19070,0.3091184371908502
19239,0.1934808575144915
19284,0.2663704847416572
19424,0.5125561994246229
19644,0.2106141664007893
19914,0.3168988045250838
20104,0.39822545127847864
20262,0.20685800036050087
20582,0.15249353163632348
21197,0.22509130078120262
2148,0.14183347915416494
22106,0.3223847123109061
22208,0.19810750562146234
22375,0.45138801293371317
22700,0.24413107617852214
22879,0.26365963535418435
23043,0.24061529837354673
23268,0.6696695661013011
23298,0.06025326683053273
2330,0.16223909311371496
23973,0.34221078336483646
24248,0.2439524420579321
24478,0.3394050674852233
25343,0.0829909590247498
25612,0.30076846713488664
25759,0.18637611283864372
25930,0.07526436320957892
26002,0.11888960986710503
26053,0.27934974935762136
26279,0.13487282348283763
26328,0.23055523991035426
26366,0.08613674630888712
26445,0.07409467001011727
26804,0.08740400513080222
26969,0.2574700058222471
27027,0.18860406257602125
27104,0.2968997923783356
27576,0.11586601438889853
27805,0.45092825890162946
28022,0.29605819791578186
2831,0.22140612579491256
28654,0.1760321002291793
28827,0.15594131880759288
29018,0.0321145530709383
2913,0.8769304831185188
29231,0.21500835159785067
2933,0.11356926899564002
29477,0.2591621358692498
29712,0.21758078084486138
30002,0.028915210802513684
30028,0.266528297761794
30107,0.31839711984521063
30173,0.18200617672847505
30434,0.18107218659513052
30740,0.005224531483848491
30942,0.137723385193549
31116,0.23196823209120943
31420,0.14946039847655224
31461,0.19182677980767018
31617,0.3234834338381416
31811,0.3073838562352223
31900,0.2327577390815686
32116,0.2999927884615385
32268,0.05694420911980423
32301,0.27768036560207826
32318,0.20847181854299096
32430,0.1401637355009663
32492,0.6144325692023572
32514,0.37323634320704635
32531,0.12654806600088866
32610,0.11224339469391757
32919,0.11829345886276256
32953,0.3561429949401676
32969,0.232121046263501
33096,0.3092917688818972
33365,0.08647696523604549
33516,0.10960701231704706
33990,0.179214995351853
34206,0.5971700660445832
34217,0.38404367071134593
34247,0.11178342114697705
34257,0.31524746443774954
34363,0.13636741047957038
34688,0.23765437057115651
34830,0.2106678736334272
3498,0.11981942293667094
34996,0.30414486620913017
35056,0.11114646554321625
35069,0.23159341830230076
35078,0.11245640386241257
35385,0.2032001551718664
35981,0.09513874780006595
36046,0.11369933788993404
36075,0.08444093351910828
36093,0.12808381216801212
36106,0.1093724145746327
36364,0.16852702975519054
36475,0.19431040680293787
36761,0.29194155919328457
36979,0.19061570976336936
37251,0.23237179034102332
37289,0.1407077251104419
37316,0.34518736387192067
37844,0.16336167341260227
37868,0.2116886047979798
3788,0.2213035580902351
38105,0.24655167961170862
38292,0.10329298254170759
38376,0.2125399765156535
38519,0.33047693191362326
38721,0.6454498196784021
38745,0.08994305788815676
38755,0.11047356937188718
38821,0.2421182572413259
38895,0.19782780550943727
38937,0.22171564115290793
38991,0.1452036971615752
39211,0.2812152933180831
39505,0.27201865123832425
39535,0.4905898998571095
39639,0.3000027654116817
3972,0.2990498539660735
40042,0.08125480192715978
40108,0.23817839880280392
40202,0.17717165547884545
40295,0.08488909850828129
40610,0.1829288667455553
40717,0.07663940095934083
41120,0.6563532844867369
41318,0.34216124550424687
41546,0.2163396771958826
416,0.2532736698275894
41760,0.45515238755900034
41801,0.17969733759404685
41994,0.2910206887746244
42033,0.34740452435284835
42167,0.05040258109281516
42371,0.16230100354507015
42572,0.22804245856961677
42645,0.30717953603814885
42690,0.0054982348250171495
42737,0.3753150981632087
42761,0.23588614709903716
42790,0.3121695979935041
43002,0.49229576600413527
43058,0.2482654421429783
43100,0.014962128161360487
43224,0.5133208471046781
43232,0.3216385206051169
43294,0.16987207136099766
43342,0.6279637005068446
43594,0.7989225363975786
43602,0.23423404521770305
43624,0.3700927937374411
43679,0.24988238297708354
43716,0.24461984545915127
43745,0.07253274944552252
43824,0.5227934794311638
43892,0.3281910348593147
43990,0.25177093688919594
44023,0.19689141448649217
44102,0.1391081003326845
44115,0.3226784854647848
44259,0.24953744834557073
44280,0.17248944166892363
44315,0.08654427545011334
44421,0.05715500975137805
44547,0.11065330943905448
44629,0.08804741314544119
44764,0.2541303745697987
45006,0.4652561863090931
45035,0.6049382920553888
45081,0.2747111713142415
45299,0.0029295416046351244
45319,0.19323172625548163
45371,0.41366700009932383
45402,0.3061183774311695
45553,0.4201852657395921
45589,0.4304854539752631
45748,0.2987630884703912
45776,0.19936758359660475
45805,0.2790464686082563
45844,0.12110038186935344
46060,0.19209114595349053
46244,0.13312627140141067
46405,0.1817483662795755
4643,0.05397472370547508
46448,0.26866183333180504
46562,0.07948778587653879
46586,0.4215598022374912
4662,0.5507976414050884
46660,0.18483609468978232
46681,0.005280445531471488
46722,0.1340698064102654
46784,0.1600322425411364
46838,0.2655637577747507
46951,0.11846865886189795
47258,0.30687012652972817
4726,0.45741297146422044
47461,0.370314385295352
47578,0.0004770718995043321
47774,0.07452915315892641
47798,0.18943907154057596
47873,0.45447516571707053
48069,0.11082516802597794
48100,0.30155377545031703
48184,0.4096435389770351
48259,0.11795078039936802
4830,0.35562802547747335
48360,0.16450184202247997
48447,0.2923663944530911
4880,0.1291895005309466
48819,0.1361094398636943
49021,0.34222493269488113
4938,0.005651088872307286
5002,0.8253377268882864
5030,0.2528378008327645
5425,0.4121890570835486
5641,0.15490174043076171
5953,0.21075478581482598
5973,0.10475889099956125
6260,0.15548319549950881
6423,0.3079669470430431
6649,0.14225312331009862
6668,0.10845353425350003
6916,0.4497954576990168
6962,0.010642144558418663
7151,0.3350923178393304
7231,0.3937376070924955
7361,0.5601589300615014
7453,0.45843430050715334
7730,0.3296616935040274
7881,0.16104541063418445
8063,0.5792163989010389
8413,0.16791188170986096
8736,0.2487131905331583
8822,0.21224973548262574
8886,0.09377833881340994
9846,0.11041726330502043
