residence,workplace,commuters
Clarkston,Pullman,61.0
Clarkston,Spokane Valley,581.0
Clarkston,Spokane,514.0
Clarkston,SeaTac,184.0
Clarkston,Cheney,61.0
Clarkston,West Clarkston-Highland,1165.0
Vancouver,Kennewick,262.0
Vancouver,Richland,63.0
Vancouver,Centralia,223.0
Vancouver,Everett,486.0
Vancouver,Lacey,231.0
Vancouver,Olympia,186.0
Vancouver,Mill Creek,429.0
Vancouver,Seattle,886.0
Vancouver,Woodinville,71.0
Vancouver,Lake Forest Park,85.0
Vancouver,Tukwila,591.0
Vancouver,Colville,66.0
Vancouver,Rock Island,73.0
Vancouver,Bonney Lake,64.0
Vancouver,Lakewood,205.0
Vancouver,Tacoma,755.0
Vancouver,Long Beach,622.0
Vancouver,Spokane,359.0
Vancouver,Auburn,413.0
Vancouver,Bellevue,243.0
Vancouver,Covington,59.0
Vancouver,Federal Way,522.0
Vancouver,Issaquah,63.0
Vancouver,Redmond,158.0
Vancouver,Renton,63.0
Vancouver,SeaTac,950.0
Vancouver,Shoreline,77.0
Vancouver,Port Angeles,87.0
Vancouver,Algona,60.0
Vancouver,Kent,789.0
Vancouver,Maple Valley,68.0
Vancouver,Millwood,52.0
Vancouver,Bellingham,152.0
Vancouver,Puyallup,144.0
Vancouver,Toppenish,77.0
Vancouver,Sumner,66.0
Vancouver,Lake Stevens,63.0
Vancouver,Lynnwood,63.0
Vancouver,Marysville,126.0
Vancouver,Bremerton,207.0
Vancouver,Union Gap,47.0
Vancouver,Yakima,84.0
Vancouver,Kelso,1127.0
Vancouver,Longview,1765.0
Vancouver,Washougal,1584.0
Vancouver,Battle Ground,4347.0
Vancouver,Camas,33499.0
Vancouver,Boulevard Park,165.0
Vancouver,Brush Prairie,2053.0
Vancouver,Clover Creek,63.0
Vancouver,Duluth,183.0
Vancouver,Eastmont,85.0
Vancouver,Felida,656.0
Vancouver,Finley,52.0
Vancouver,Five Corners,10403.0
Vancouver,Fords Prairie,607.0
Vancouver,Hazel Dell,36611.0
Vancouver,Hockinson,379.0
Vancouver,Lake Shore,2012.0
Vancouver,Lake Stickney,114.0
Vancouver,Lewisville,136.0
Vancouver,Meadow Glade,1988.0
Vancouver,Minnehaha,3229.0
Vancouver,Mount Vista,12401.0
Vancouver,North Lynnwood,242.0
Vancouver,Orchards,13647.0
Vancouver,Parkland,330.0
Vancouver,Prairie Ridge,128.0
Vancouver,Salmon Creek,7514.0
Vancouver,Silverdale,73.0
Vancouver,South Hill,196.0
Vancouver,Tanglewilde,64.0
Vancouver,Terrace Heights,66.0
Vancouver,Waller,63.0
Othello,Kennewick,2732.0
Othello,Richland,445.0
Othello,Pasco,904.0
Othello,East Wenatchee,321.0
Othello,Tacoma,221.0
Othello,Spokane,484.0
Othello,Federal Way,98.0
Kennewick,Vancouver,164.0
Kennewick,Othello,482.0
Kennewick,Richland,8142.0
Kennewick,Walla Walla,73.0
Kennewick,West Richland,633.0
Kennewick,Pasco,6486.0
Kennewick,Everett,39.0
Kennewick,Seattle,376.0
Kennewick,Pullman,74.0
Kennewick,North Bend,39.0
Kennewick,Burien,39.0
Kennewick,Tukwila,138.0
Kennewick,Spokane Valley,73.0
Kennewick,Airway Heights,358.0
Kennewick,East Wenatchee,73.0
Kennewick,Tacoma,147.0
Kennewick,Orting,73.0
Kennewick,Spokane,1149.0
Kennewick,Federal Way,294.0
Kennewick,SeaTac,473.0
Kennewick,Kent,78.0
Kennewick,Cheney,78.0
Kennewick,Toppenish,68.0
Kennewick,Bothell,78.0
Kennewick,Union Gap,418.0
Kennewick,Yakima,538.0
Kennewick,Grandview,142.0
Kennewick,Selah,94.0
Kennewick,Country Homes,78.0
Kennewick,Finley,477.0
Kennewick,Terrace Heights,266.0
Richland,Kennewick,20126.0
Richland,West Richland,1308.0
Richland,Pasco,4264.0
Richland,Seattle,316.0
Richland,Pullman,632.0
Richland,North Bend,111.0
Richland,Spokane Valley,136.0
Richland,Airway Heights,111.0
Richland,Tacoma,111.0
Richland,Spokane,186.0
Richland,Bellevue,75.0
Richland,Federal Way,179.0
Richland,Issaquah,150.0
Richland,SeaTac,222.0
Richland,Edmonds,68.0
Richland,Union Gap,724.0
Richland,Yakima,186.0
Richland,Finley,212.0
Walla Walla,Kennewick,192.0
Walla Walla,Pasco,288.0
Walla Walla,SeaTac,144.0
West Richland,Clarkston,78.0
West Richland,Othello,292.0
West Richland,Kennewick,12648.0
West Richland,Richland,10075.0
West Richland,Pasco,3897.0
West Richland,Everett,183.0
West Richland,Seattle,61.0
West Richland,Pullman,195.0
West Richland,North Bend,194.0
West Richland,Tukwila,52.0
West Richland,East Wenatchee,61.0
West Richland,Tacoma,61.0
West Richland,Spokane,384.0
West Richland,Bellevue,61.0
West Richland,Federal Way,113.0
West Richland,SeaTac,219.0
West Richland,Sultan,61.0
West Richland,Kirkland,157.0
West Richland,Marysville,61.0
West Richland,Union Gap,234.0
West Richland,Yakima,246.0
West Richland,Selah,52.0
West Richland,Finley,124.0
West Richland,Larch Way,61.0
West Richland,Terrace Heights,144.0
West Richland,West Clarkston-Highland,52.0
Tumwater,Centralia,72.0
Tumwater,Everett,307.0
Tumwater,Lacey,2350.0
Tumwater,Olympia,15809.0
Tumwater,Mill Creek,72.0
Tumwater,Seattle,216.0
Tumwater,Tukwila,401.0
Tumwater,Spokane Valley,72.0
Tumwater,Anacortes,144.0
Tumwater,Lakewood,435.0
Tumwater,Tacoma,2030.0
Tumwater,University Place,72.0
Tumwater,Auburn,145.0
Tumwater,Bellevue,144.0
Tumwater,Federal Way,217.0
Tumwater,SeaTac,218.0
Tumwater,Shoreline,72.0
Tumwater,Aberdeen,309.0
Tumwater,Shelton,72.0
Tumwater,Bothell,144.0
Tumwater,Burlington,145.0
Tumwater,Bremerton,72.0
Tumwater,Fobes Hill,145.0
Tumwater,Fort Lewis,291.0
Tumwater,Maltby,72.0
Tumwater,North Fort Lewis,72.0
Tumwater,Parkland,72.0
Tumwater,Silverdale,72.0
Tumwater,South Hill,144.0
Tumwater,Tanglewilde,893.0
Pasco,Othello,157.0
Pasco,Kennewick,22659.0
Pasco,Richland,10519.0
Pasco,West Richland,940.0
Pasco,Everett,70.0
Pasco,Mukilteo,51.0
Pasco,Seattle,271.0
Pasco,Burien,64.0
Pasco,Tukwila,458.0
Pasco,Mount Vernon,78.0
Pasco,Tacoma,157.0
Pasco,Spokane,329.0
Pasco,Auburn,70.0
Pasco,Federal Way,577.0
Pasco,Redmond,70.0
Pasco,SeaTac,157.0
Pasco,Kent,70.0
Pasco,Cheney,51.0
Pasco,Sumner,79.0
Pasco,Union Gap,226.0
Pasco,Yakima,357.0
Pasco,Grandview,78.0
Pasco,Selah,270.0
Pasco,Finley,449.0
Pasco,Moses Lake North,78.0
Centralia,Vancouver,71.0
Centralia,Chehalis,143.0
Centralia,Lacey,323.0
Centralia,Olympia,1385.0
Centralia,Seattle,86.0
Centralia,Burien,47.0
Centralia,Tukwila,47.0
Centralia,Lakewood,86.0
Centralia,Tacoma,360.0
Centralia,Bellevue,47.0
Centralia,Federal Way,47.0
Centralia,Puyallup,47.0
Centralia,Kelso,47.0
Centralia,Fords Prairie,2976.0
Centralia,McChord AFB,47.0
Centralia,Tanglewilde,86.0
Chehalis,Vancouver,85.0
Chehalis,Tumwater,85.0
Chehalis,Centralia,256.0
Chehalis,Olympia,427.0
Chehalis,Lakewood,85.0
Chehalis,Tacoma,340.0
Chehalis,Spokane,85.0
Chehalis,Puyallup,85.0
Chehalis,Longview,170.0
Chehalis,Clover Creek,171.0
Chehalis,Fords Prairie,256.0
Chehalis,Parkland,255.0
Chehalis,Spanaway,85.0
Chehalis,Vashon,85.0
Everett,Vancouver,67.0
Everett,Othello,137.0
Everett,Lacey,314.0
Everett,Olympia,67.0
Everett,Mill Creek,8463.0
Everett,Monroe,371.0
Everett,Mountlake Terrace,1472.0
Everett,Mukilteo,10027.0
Everett,Seattle,16424.0
Everett,Woodinville,2950.0
Everett,Poulsbo,66.0
Everett,Mercer Island,53.0
Everett,Newcastle,414.0
Everett,Pullman,204.0
Everett,North Bend,79.0
Everett,Yarrow Point,46.0
Everett,Burien,429.0
Everett,Lake Forest Park,448.0
Everett,Tukwila,2031.0
Everett,Spokane Valley,612.0
Everett,Anacortes,645.0
Everett,Mount Vernon,1175.0
Everett,Edgewood,80.0
Everett,Lakewood,497.0
Everett,Tacoma,1309.0
Everett,University Place,219.0
Everett,Spokane,389.0
Everett,Auburn,308.0
Everett,Bellevue,2121.0
Everett,Federal Way,2147.0
Everett,Issaquah,310.0
Everett,Kenmore,245.0
Everett,Redmond,2243.0
Everett,Renton,197.0
Everett,SeaTac,4939.0
Everett,Shoreline,2443.0
Everett,Port Angeles,204.0
Everett,Aberdeen,178.0
Everett,Kent,827.0
Everett,Maple Valley,79.0
Everett,Medina,143.0
Everett,Bellingham,419.0
Everett,Puyallup,80.0
Everett,Arlington,1405.0
Everett,Snohomish,3839.0
Everett,Sultan,352.0
Everett,Des Moines,615.0
Everett,Kirkland,4838.0
Everett,Bothell,3537.0
Everett,Edmonds,2790.0
Everett,Lake Stevens,3133.0
Everett,Lynnwood,8932.0
Everett,Marysville,17349.0
Everett,Burlington,919.0
Everett,Brier,100.0
Everett,Bremerton,261.0
Everett,Union Gap,78.0
Everett,Yakima,78.0
Everett,Oak Harbor,367.0
Everett,Bothell West,593.0
Everett,Bunk Foss,579.0
Everett,Camano,173.0
Everett,Chain Lake,89.0
Everett,Clearview,97.0
Everett,Clover Creek,52.0
Everett,Cottage Lake,444.0
Everett,Eastmont,5859.0
Everett,East Port Orchard,99.0
Everett,Esperance,853.0
Everett,Fobes Hill,3035.0
Everett,Fort Lewis,53.0
Everett,Lake Cassidy,780.0
Everett,Lake Stickney,878.0
Everett,Larch Way,922.0
Everett,Machias,216.0
Everett,Maltby,916.0
Everett,Martha Lake,540.0
Everett,Meadowdale,80.0
Everett,Mill Creek East,262.0
Everett,Monroe North,1444.0
Everett,North Lynnwood,15344.0
Everett,Parkland,357.0
Everett,Picnic Point,1301.0
Everett,Port Angeles East,204.0
Everett,Silver Firs,46.0
Everett,Skokomish,55.0
Everett,Suquamish,89.0
Everett,Union Hill-Novelty Hill,53.0
Lacey,Vancouver,68.0
Lacey,Richland,67.0
Lacey,Tumwater,1095.0
Lacey,Centralia,203.0
Lacey,Olympia,26223.0
Lacey,Seattle,565.0
Lacey,Mercer Island,74.0
Lacey,Pullman,136.0
Lacey,Tukwila,365.0
Lacey,Bonney Lake,88.0
Lacey,Buckley,68.0
Lacey,Lakewood,2594.0
Lacey,Tacoma,4350.0
Lacey,University Place,203.0
Lacey,Spokane,286.0
Lacey,Auburn,68.0
Lacey,Bellevue,222.0
Lacey,Federal Way,919.0
Lacey,Issaquah,68.0
Lacey,Redmond,169.0
Lacey,SeaTac,785.0
Lacey,Port Angeles,230.0
Lacey,Aberdeen,142.0
Lacey,Algona,115.0
Lacey,Kent,432.0
Lacey,Maple Valley,74.0
Lacey,Bellingham,88.0
Lacey,Puyallup,722.0
Lacey,Shelton,142.0
Lacey,Des Moines,176.0
Lacey,Kirkland,156.0
Lacey,Sumner,148.0
Lacey,Bothell,88.0
Lacey,Edmonds,67.0
Lacey,Lake Stevens,68.0
Lacey,Bethel,141.0
Lacey,Bryn Mawr-Skyway,74.0
Lacey,Central Park,67.0
Lacey,Clover Creek,142.0
Lacey,East Port Orchard,88.0
Lacey,Fords Prairie,831.0
Lacey,Fort Lewis,859.0
Lacey,Ketron Island,74.0
Lacey,McChord AFB,379.0
Lacey,Navy Yard City,101.0
Lacey,Nisqually Indian Community,575.0
Lacey,North Fort Lewis,216.0
Lacey,North Lynnwood,74.0
Lacey,Parkland,364.0
Lacey,Rosedale,88.0
Lacey,South Hill,338.0
Lacey,Spanaway,156.0
Lacey,Suquamish,74.0
Lacey,Tanglewilde,15161.0
Lacey,Tracyton,67.0
Lacey,Waller,74.0
Lacey,Wollochet,115.0
Olympia,Vancouver,198.0
Olympia,Tumwater,4279.0
Olympia,Centralia,361.0
Olympia,Lacey,23648.0
Olympia,Seattle,1941.0
Olympia,Poulsbo,85.0
Olympia,North Bend,77.0
Olympia,Burien,642.0
Olympia,Tukwila,1053.0
Olympia,Buckley,85.0
Olympia,Gig Harbor,85.0
Olympia,Lakewood,1905.0
Olympia,Tacoma,6018.0
Olympia,University Place,264.0
Olympia,Fircrest,89.0
Olympia,Spokane,386.0
Olympia,Auburn,77.0
Olympia,Bellevue,155.0
Olympia,Federal Way,346.0
Olympia,Issaquah,89.0
Olympia,Redmond,136.0
Olympia,SeaTac,2741.0
Olympia,Aberdeen,154.0
Olympia,Kent,444.0
Olympia,Puyallup,776.0
Olympia,Shelton,85.0
Olympia,Des Moines,276.0
Olympia,Sumner,333.0
Olympia,Bothell,162.0
Olympia,Lake Stevens,180.0
Olympia,Bremerton,166.0
Olympia,Boulevard Park,77.0
Olympia,Cottage Lake,77.0
Olympia,Fords Prairie,653.0
Olympia,Fort Lewis,109.0
Olympia,Ketron Island,85.0
Olympia,Key Center,89.0
Olympia,Larch Way,77.0
Olympia,McChord AFB,77.0
Olympia,Navy Yard City,77.0
Olympia,Nisqually Indian Community,395.0
Olympia,North Fort Lewis,35.0
Olympia,Parkland,205.0
Olympia,Port Gamble Tribal Community,85.0
Olympia,Prairie Ridge,85.0
Olympia,Skokomish,244.0
Olympia,South Hill,695.0
Olympia,Tanglewilde,6385.0
Olympia,Vashon,50.0
Olympia,Waller,125.0
Mill Creek,Pasco,64.0
Mill Creek,Everett,13256.0
Mill Creek,Monroe,95.0
Mill Creek,Mountlake Terrace,310.0
Mill Creek,Mukilteo,1094.0
Mill Creek,Seattle,4761.0
Mill Creek,Woodinville,1999.0
Mill Creek,Newcastle,282.0
Mill Creek,Burien,369.0
Mill Creek,Lake Forest Park,297.0
Mill Creek,Tukwila,1264.0
Mill Creek,Anacortes,87.0
Mill Creek,Mount Vernon,64.0
Mill Creek,Lakewood,105.0
Mill Creek,Tacoma,238.0
Mill Creek,Spokane,64.0
Mill Creek,Auburn,87.0
Mill Creek,Bellevue,1449.0
Mill Creek,Federal Way,233.0
Mill Creek,Issaquah,544.0
Mill Creek,Kenmore,151.0
Mill Creek,Redmond,1148.0
Mill Creek,Renton,64.0
Mill Creek,Sammamish,64.0
Mill Creek,SeaTac,3957.0
Mill Creek,Shoreline,2234.0
Mill Creek,Kent,445.0
Mill Creek,Medina,105.0
Mill Creek,Bellingham,715.0
Mill Creek,Puyallup,105.0
Mill Creek,Arlington,95.0
Mill Creek,Snohomish,1109.0
Mill Creek,Kirkland,1850.0
Mill Creek,Bothell,3545.0
Mill Creek,Edmonds,2094.0
Mill Creek,Lake Stevens,366.0
Mill Creek,Lynnwood,4629.0
Mill Creek,Marysville,789.0
Mill Creek,Burlington,274.0
Mill Creek,Yakima,95.0
Mill Creek,Camas,174.0
Mill Creek,Oak Harbor,192.0
Mill Creek,Bothell West,926.0
Mill Creek,Camano,87.0
Mill Creek,Clearview,269.0
Mill Creek,Eastmont,1332.0
Mill Creek,Esperance,264.0
Mill Creek,Fobes Hill,586.0
Mill Creek,Fords Prairie,95.0
Mill Creek,Lake Stickney,233.0
Mill Creek,Larch Way,3431.0
Mill Creek,Maltby,384.0
Mill Creek,Martha Lake,1007.0
Mill Creek,Mill Creek East,662.0
Mill Creek,Monroe North,261.0
Mill Creek,North Lynnwood,10398.0
Mill Creek,Picnic Point,64.0
Mill Creek,Prairie Ridge,105.0
Mill Creek,Silver Firs,95.0
Mill Creek,South Hill,279.0
Mill Creek,Union Hill-Novelty Hill,64.0
Mill Creek,Vashon,64.0
Mill Creek,Woods Creek,87.0
Monroe,Everett,1442.0
Monroe,Olympia,70.0
Monroe,Mill Creek,70.0
Monroe,Seattle,421.0
Monroe,Woodinville,282.0
Monroe,North Bend,70.0
Monroe,Tukwila,282.0
Monroe,University Place,141.0
Monroe,Bellevue,140.0
Monroe,Redmond,211.0
Monroe,SeaTac,459.0
Monroe,Shoreline,105.0
Monroe,Puyallup,70.0
Monroe,Snohomish,776.0
Monroe,Sultan,70.0
Monroe,Kirkland,527.0
Monroe,Bothell,211.0
Monroe,Edmonds,70.0
Monroe,Lake Stevens,141.0
Monroe,Lynnwood,211.0
Monroe,Marysville,210.0
Monroe,Burlington,70.0
Monroe,Cottage Lake,70.0
Monroe,Eastmont,70.0
Monroe,Fobes Hill,635.0
Monroe,Fords Prairie,70.0
Monroe,Maltby,281.0
Monroe,Monroe North,4875.0
Monroe,North Lynnwood,228.0
Mountlake Terrace,Centralia,79.0
Mountlake Terrace,Everett,1866.0
Mountlake Terrace,Mill Creek,604.0
Mountlake Terrace,Mukilteo,171.0
Mountlake Terrace,Seattle,7331.0
Mountlake Terrace,Woodinville,659.0
Mountlake Terrace,Burien,101.0
Mountlake Terrace,Lake Forest Park,537.0
Mountlake Terrace,Tukwila,506.0
Mountlake Terrace,Mount Vernon,79.0
Mountlake Terrace,Lakewood,237.0
Mountlake Terrace,Tacoma,250.0
Mountlake Terrace,Bellevue,601.0
Mountlake Terrace,Federal Way,248.0
Mountlake Terrace,Kenmore,202.0
Mountlake Terrace,Redmond,171.0
Mountlake Terrace,SeaTac,987.0
Mountlake Terrace,Shoreline,4121.0
Mountlake Terrace,Kent,79.0
Mountlake Terrace,Bellingham,324.0
Mountlake Terrace,Puyallup,81.0
Mountlake Terrace,Snohomish,81.0
Mountlake Terrace,Kirkland,1942.0
Mountlake Terrace,Bothell,579.0
Mountlake Terrace,Edmonds,4767.0
Mountlake Terrace,Lake Stevens,158.0
Mountlake Terrace,Lynnwood,4034.0
Mountlake Terrace,Marysville,327.0
Mountlake Terrace,Yakima,171.0
Mountlake Terrace,Esperance,1618.0
Mountlake Terrace,Larch Way,625.0
Mountlake Terrace,Maltby,81.0
Mountlake Terrace,Martha Lake,200.0
Mountlake Terrace,North Lynnwood,4733.0
Mountlake Terrace,Picnic Point,81.0
Mountlake Terrace,Silverdale,162.0
Mountlake Terrace,White Center,160.0
Mukilteo,Vancouver,268.0
Mukilteo,Everett,24446.0
Mukilteo,Lacey,97.0
Mukilteo,Olympia,451.0
Mukilteo,Mill Creek,1698.0
Mukilteo,Mountlake Terrace,797.0
Mukilteo,Seattle,5453.0
Mukilteo,Woodinville,970.0
Mukilteo,Poulsbo,85.0
Mukilteo,North Bend,112.0
Mukilteo,Lake Forest Park,268.0
Mukilteo,Tukwila,1046.0
Mukilteo,Lynden,89.0
Mukilteo,Spokane Valley,89.0
Mukilteo,Tacoma,367.0
Mukilteo,Bellevue,612.0
Mukilteo,Federal Way,278.0
Mukilteo,Issaquah,265.0
Mukilteo,Kenmore,89.0
Mukilteo,Redmond,461.0
Mukilteo,SeaTac,3100.0
Mukilteo,Shoreline,1204.0
Mukilteo,Kent,603.0
Mukilteo,Bellingham,80.0
Mukilteo,Arlington,85.0
Mukilteo,Snohomish,182.0
Mukilteo,Des Moines,178.0
Mukilteo,Kirkland,1202.0
Mukilteo,Bothell,1685.0
Mukilteo,Edmonds,3283.0
Mukilteo,Lake Stevens,80.0
Mukilteo,Lynnwood,9734.0
Mukilteo,Marysville,1157.0
Mukilteo,Burlington,420.0
Mukilteo,Brier,264.0
Mukilteo,Bremerton,330.0
Mukilteo,Kelso,89.0
Mukilteo,Bothell West,80.0
Mukilteo,Eastmont,468.0
Mukilteo,Esperance,740.0
Mukilteo,Fords Prairie,89.0
Mukilteo,Hazel Dell,134.0
Mukilteo,Lake Stickney,721.0
Mukilteo,Larch Way,535.0
Mukilteo,Martha Lake,442.0
Mukilteo,Mill Creek East,97.0
Mukilteo,Monroe North,85.0
Mukilteo,North Lynnwood,16991.0
Mukilteo,Parkland,160.0
Mukilteo,Picnic Point,4079.0
Mukilteo,Spanaway,97.0
Seattle,Vancouver,191.0
Seattle,Kennewick,19.0
Seattle,Richland,63.0
Seattle,Walla Walla,217.0
Seattle,Centralia,112.0
Seattle,Everett,6909.0
Seattle,Lacey,268.0
Seattle,Olympia,921.0
Seattle,Mill Creek,1322.0
Seattle,Monroe,147.0
Seattle,Mountlake Terrace,2521.0
Seattle,Mukilteo,2311.0
Seattle,Woodinville,2675.0
Seattle,Bainbridge Island,62.0
Seattle,Poulsbo,174.0
Seattle,Mercer Island,1375.0
Seattle,Milton,256.0
Seattle,Newcastle,500.0
Seattle,Normandy Park,665.0
Seattle,Pullman,72.0
Seattle,North Bend,1064.0
Seattle,Yarrow Point,525.0
Seattle,Burien,11493.0
Seattle,Lake Forest Park,3270.0
Seattle,Tukwila,52869.0
Seattle,Colville,82.0
Seattle,Spokane Valley,55.0
Seattle,Bonney Lake,59.0
Seattle,Anacortes,370.0
Seattle,Mount Vernon,765.0
Seattle,Lakewood,2284.0
Seattle,Tacoma,9725.0
Seattle,University Place,682.0
Seattle,Orting,186.0
Seattle,Spokane,1306.0
Seattle,Auburn,2715.0
Seattle,Bellevue,19732.0
Seattle,Covington,94.0
Seattle,Enumclaw,194.0
Seattle,Federal Way,9420.0
Seattle,Issaquah,2159.0
Seattle,Kenmore,1099.0
Seattle,Redmond,9243.0
Seattle,Renton,2857.0
Seattle,Sammamish,148.0
Seattle,SeaTac,39333.0
Seattle,Shoreline,24895.0
Seattle,Snoqualmie,1502.0
Seattle,Port Angeles,185.0
Seattle,Aberdeen,128.0
Seattle,Kent,7258.0
Seattle,Maple Valley,718.0
Seattle,Medina,278.0
Seattle,Cheney,64.0
Seattle,Bellingham,1122.0
Seattle,Puyallup,1078.0
Seattle,Arlington,198.0
Seattle,Snohomish,76.0
Seattle,Sultan,89.0
Seattle,Des Moines,2732.0
Seattle,Kirkland,6581.0
Seattle,Sumner,230.0
Seattle,Bothell,5065.0
Seattle,Edmonds,4241.0
Seattle,Lake Stevens,407.0
Seattle,Lynnwood,5899.0
Seattle,Marysville,1091.0
Seattle,Burlington,954.0
Seattle,Brier,63.0
Seattle,Bremerton,677.0
Seattle,Port Orchard,82.0
Seattle,Union Gap,90.0
Seattle,Yakima,300.0
Seattle,Kelso,295.0
Seattle,Longview,69.0
Seattle,Oak Harbor,158.0
Seattle,Alderton,63.0
Seattle,Bothell West,99.0
Seattle,Boulevard Park,2383.0
Seattle,Browns Point,67.0
Seattle,Bryn Mawr-Skyway,333.0
Seattle,Camano,296.0
Seattle,Clover Creek,153.0
Seattle,Cottage Lake,594.0
Seattle,Eastmont,104.0
Seattle,East Port Orchard,371.0
Seattle,East Renton Highlands,140.0
Seattle,Enetai,29.0
Seattle,Esperance,1247.0
Seattle,Fobes Hill,168.0
Seattle,Fords Prairie,278.0
Seattle,Fort Lewis,236.0
Seattle,Hazel Dell,68.0
Seattle,Ketron Island,150.0
Seattle,Lake Cassidy,55.0
Seattle,Lakeland North,175.0
Seattle,Lakeland South,83.0
Seattle,Lake Stickney,563.0
Seattle,Larch Way,382.0
Seattle,Maltby,886.0
Seattle,Maple Heights-Lake Desire,17.0
Seattle,Marrowstone,12.0
Seattle,Martha Lake,226.0
Seattle,Midland,48.0
Seattle,Mill Creek East,176.0
Seattle,Monroe North,196.0
Seattle,Mount Vista,63.0
Seattle,North Lynnwood,6551.0
Seattle,Parkland,338.0
Seattle,Picnic Point,397.0
Seattle,Prairie Ridge,344.0
Seattle,Silverdale,579.0
Seattle,Silver Firs,55.0
Seattle,Skokomish,102.0
Seattle,South Hill,847.0
Seattle,Southworth,142.0
Seattle,Suquamish,114.0
Seattle,Tanglewilde,573.0
Seattle,Terrace Heights,89.0
Seattle,Union Hill-Novelty Hill,139.0
Seattle,Vashon,928.0
Seattle,Waller,277.0
Seattle,White Center,15511.0
Seattle,Wollochet,302.0
Woodinville,Pasco,78.0
Woodinville,Everett,1659.0
Woodinville,Olympia,209.0
Woodinville,Mill Creek,406.0
Woodinville,Monroe,171.0
Woodinville,Mountlake Terrace,156.0
Woodinville,Mukilteo,332.0
Woodinville,Seattle,2887.0
Woodinville,Poulsbo,84.0
Woodinville,Newcastle,78.0
Woodinville,Pullman,87.0
Woodinville,North Bend,84.0
Woodinville,Yarrow Point,84.0
Woodinville,Burien,258.0
Woodinville,Lake Forest Park,325.0
Woodinville,Tukwila,498.0
Woodinville,Lakewood,78.0
Woodinville,Tacoma,240.0
Woodinville,Bellevue,2340.0
Woodinville,Federal Way,277.0
Woodinville,Kenmore,667.0
Woodinville,Redmond,3416.0
Woodinville,Sammamish,174.0
Woodinville,SeaTac,2233.0
Woodinville,Shoreline,512.0
Woodinville,Kent,162.0
Woodinville,Bellingham,78.0
Woodinville,Puyallup,84.0
Woodinville,Snohomish,78.0
Woodinville,Kirkland,7714.0
Woodinville,Bothell,6739.0
Woodinville,Edmonds,174.0
Woodinville,Lake Stevens,169.0
Woodinville,Lynnwood,709.0
Woodinville,Bothell West,87.0
Woodinville,Boulevard Park,84.0
Woodinville,Bunk Foss,162.0
Woodinville,Camano,87.0
Woodinville,Clearview,174.0
Woodinville,Cottage Lake,2405.0
Woodinville,Esperance,169.0
Woodinville,Fobes Hill,84.0
Woodinville,Larch Way,310.0
Woodinville,Maltby,1405.0
Woodinville,Monroe North,258.0
Woodinville,Mount Vista,78.0
Woodinville,North Lynnwood,1715.0
Woodinville,Union Hill-Novelty Hill,87.0
Bainbridge Island,Everett,231.0
Bainbridge Island,Olympia,167.0
Bainbridge Island,Seattle,2842.0
Bainbridge Island,Poulsbo,2591.0
Bainbridge Island,Burien,204.0
Bainbridge Island,Tukwila,305.0
Bainbridge Island,Spokane Valley,222.0
Bainbridge Island,Tacoma,296.0
Bainbridge Island,Bellevue,825.0
Bainbridge Island,Federal Way,298.0
Bainbridge Island,Redmond,629.0
Bainbridge Island,SeaTac,1902.0
Bainbridge Island,Shoreline,157.0
Bainbridge Island,Puyallup,74.0
Bainbridge Island,Edmonds,93.0
Bainbridge Island,Burlington,74.0
Bainbridge Island,Bremerton,539.0
Bainbridge Island,Port Orchard,472.0
Bainbridge Island,Bangor Base,157.0
Bainbridge Island,Fords Prairie,354.0
Bainbridge Island,Maple Heights-Lake Desire,74.0
Bainbridge Island,Monroe North,74.0
Bainbridge Island,Navy Yard City,349.0
Bainbridge Island,North Lynnwood,157.0
Bainbridge Island,Port Gamble Tribal Community,74.0
Bainbridge Island,Silverdale,3194.0
Bainbridge Island,Suquamish,306.0
Poulsbo,Everett,91.0
Poulsbo,Seattle,273.0
Poulsbo,Bainbridge Island,273.0
Poulsbo,Lakewood,91.0
Poulsbo,Tacoma,182.0
Poulsbo,University Place,91.0
Poulsbo,SeaTac,638.0
Poulsbo,Port Angeles,91.0
Poulsbo,Bremerton,728.0
Poulsbo,Bangor Base,205.0
Poulsbo,East Port Orchard,91.0
Poulsbo,Enetai,91.0
Poulsbo,Navy Yard City,91.0
Poulsbo,Port Gamble Tribal Community,182.0
Poulsbo,Silverdale,2622.0
Poulsbo,Suquamish,638.0
Poulsbo,Tracyton,182.0
Mercer Island,Everett,298.0
Mercer Island,Mill Creek,100.0
Mercer Island,Mountlake Terrace,110.0
Mercer Island,Mukilteo,463.0
Mercer Island,Seattle,11148.0
Mercer Island,Woodinville,199.0
Mercer Island,Newcastle,99.0
Mercer Island,Normandy Park,74.0
Mercer Island,Burien,74.0
Mercer Island,Lake Forest Park,110.0
Mercer Island,Tukwila,1998.0
Mercer Island,Anacortes,99.0
Mercer Island,Lakewood,110.0
Mercer Island,Tacoma,636.0
Mercer Island,Spokane,110.0
Mercer Island,Auburn,110.0
Mercer Island,Bellevue,16881.0
Mercer Island,Enumclaw,110.0
Mercer Island,Federal Way,942.0
Mercer Island,Issaquah,2176.0
Mercer Island,Redmond,1502.0
Mercer Island,Renton,432.0
Mercer Island,SeaTac,3040.0
Mercer Island,Shoreline,110.0
Mercer Island,Snoqualmie,149.0
Mercer Island,Kent,259.0
Mercer Island,Medina,149.0
