name_o,name_d,total_pop_flow,d,s,area_o,area_d,m_o,m_d,food_point_o,food_poly_o,health_point_o,health_poly_o,industrial_landuse_o,main_road_line_o,natural_landuse_o,residential_landuse_o,retail_landuse_o,commercial_landuse_o,retail_point_o,retail_poly_o,school_point_o,school_poly_o,transport_point_o,transport_poly_o,entertainment_point_o,entertainment_poly_o,food_point_d,food_poly_d,health_point_d,health_poly_d,industrial_landuse_d,main_road_line_d,natural_landuse_d,residential_landuse_d,retail_landuse_d,commercial_landuse_d,retail_point_d,retail_poly_d,school_point_d,school_poly_d,transport_point_d,transport_poly_d,entertainment_point_d,entertainment_poly_d
Vancouver,Kennewick,213.0,272.0189324882725,4624061.0,126.252845,72.174006,190915,83921,427,0.06569499539934438,118,0.5170000351548417,60,1759.0314556709336,1,216,141,96,838,5.487029631091714,135,4.004930238059875,1273,3.1678442242859144,870,26.350991946863495,81,0.01679673388972181,18,0.19304612826827558,5,883.710574877775,1,454,80,51,253,2.6631021092345386,87,2.0950105045713268,1187,1.1366617486518737,751,7.146342222892077
Vancouver,Olympia,64.0,157.7289794640646,466559.0,126.252845,47.191176,190915,55605,427,0.06569499539934438,118,0.5170000351548417,60,1759.0314556709336,1,216,141,96,838,5.487029631091714,135,4.004930238059875,1273,3.1678442242859144,870,26.350991946863495,191,0.01877527140826331,24,0.35088023022688325,7,945.1641370681522,0,103,4,13,330,0.5683035207514484,84,1.4440984511170825,3486,0.6755931634214246,1849,4.615586920215523
Vancouver,Poulsbo,67.0,233.9715326020333,3715085.0,126.252845,12.269807,190915,11975,427,0.06569499539934438,118,0.5170000351548417,60,1759.0314556709336,1,216,141,96,838,5.487029631091714,135,4.004930238059875,1273,3.1678442242859144,870,26.350991946863495,30,0.0016945838863649072,8,0.0001361987050357924,0,121.03080093583083,0,5,1,4,87,0.057361706395365815,9,0.1500572658539909,23,0.059622979466482845,44,0.3169487360608134
Vancouver,North Bend,75.0,215.30865406432468,2384505.0,126.252845,11.26123,190915,7461,427,0.06569499539934438,118,0.5170000351548417,60,1759.0314556709336,1,216,141,96,838,5.487029631091714,135,4.004930238059875,1273,3.1678442242859144,870,26.350991946863495,37,0.004234355494921665,4,0.0017495973234986169,5,168.62580216441174,0,10,4,4,79,0.3613772782412398,16,0.13426784979073267,55,0.24772478139547055,75,3.6325001361780385
Vancouver,Tukwila,952.0,205.9681367293697,2096860.0,126.252845,23.788091,190915,21798,427,0.06569499539934438,118,0.5170000351548417,60,1759.0314556709336,1,216,141,96,838,5.487029631091714,135,4.004930238059875,1273,3.1678442242859144,870,26.350991946863495,155,0.02835540660955934,35,0.027487028448964883,44,484.5805353147317,0,133,17,67,399,1.4092497776535124,12,0.27125499369567174,452,3.8889713265736847,200,1.5739791726981567
Vancouver,Spokane Valley,165.0,467.16486974530164,5632789.0,126.252845,97.693319,190915,102976,427,0.06569499539934438,118,0.5170000351548417,60,1759.0314556709336,1,216,141,96,838,5.487029631091714,135,4.004930238059875,1273,3.1678442242859144,870,26.350991946863495,208,0.05046606896018861,65,0.08601275559620293,37,1136.090796955253,0,285,87,40,954,4.68126679304186,86,2.2181361063580884,1155,3.7847702871167392,345,15.662595008883963
Vancouver,Mount Vernon,68.0,309.8648579282717,5028699.0,126.252845,31.850641,190915,35219,427,0.06569499539934438,118,0.5170000351548417,60,1759.0314556709336,1,216,141,96,838,5.487029631091714,135,4.004930238059875,1273,3.1678442242859144,870,26.350991946863495,108,0.021943187200762146,44,0.08473584815755689,12,661.9441098010069,0,546,108,40,463,1.5444215038697457,36,0.5256459056970969,556,0.788099750395787,180,5.49776928679006
Vancouver,Lakewood,298.0,169.8689657070407,743357.0,126.252845,44.184014,190915,63612,427,0.06569499539934438,118,0.5170000351548417,60,1759.0314556709336,1,216,141,96,838,5.487029631091714,135,4.004930238059875,1273,3.1678442242859144,870,26.350991946863495,147,0.02066633005233028,71,0.9571223580867586,15,642.8784890339083,1,264,26,92,374,1.1129702985199865,54,1.7792270858010635,327,5.374456131284723,206,5.188600180447549
Vancouver,Spokane,855.0,454.01205141178497,5372483.0,126.252845,178.086951,190915,228989,427,0.06569499539934438,118,0.5170000351548417,60,1759.0314556709336,1,216,141,96,838,5.487029631091714,135,4.004930238059875,1273,3.1678442242859144,870,26.350991946863495,445,0.07911735518252129,149,0.72935517570076,54,2662.812628550789,0,525,217,181,2843,5.72531102209167,184,4.218014841567996,2707,11.18541953655354,856,21.88583043283467
Vancouver,Auburn,82.0,187.66873309823785,1454960.0,126.252845,76.604169,190915,87256,427,0.06569499539934438,118,0.5170000351548417,60,1759.0314556709336,1,216,141,96,838,5.487029631091714,135,4.004930238059875,1273,3.1678442242859144,870,26.350991946863495,113,0.013644275694523249,52,0.06287125922879466,87,693.2535752429545,0,363,22,141,355,0.7619348128437782,79,2.1331038583696196,277,1.2555805525750783,402,14.166441896665457
Vancouver,Redmond,61.0,229.87504743592734,3517223.0,126.252845,42.908263,190915,73256,427,0.06569499539934438,118,0.5170000351548417,60,1759.0314556709336,1,216,141,96,838,5.487029631091714,135,4.004930238059875,1273,3.1678442242859144,870,26.350991946863495,196,0.020614684628946185,52,0.009099640180732844,7,970.4172440950357,0,153,18,33,419,1.5269863034154028,58,0.7759857736895831,1369,1.1617387596035516,1559,11.763025486691125
