residence,workplace,commuters
Altamont,Albany,1213.0
Altamont,Colonie,421.0
Altamont,Voorheesville,223.0
Altamont,Schenectady,544.0
Altamont,East Glenville,99.0
Altamont,Niskayuna,99.0
Altamont,Westmere,1164.0
Peekskill,Mamaroneck,257.0
Peekskill,Mount Kisco,652.0
Peekskill,Ossining,1676.0
Peekskill,Tarrytown,219.0
Peekskill,Mount Vernon,246.0
Peekskill,New York,12440.0
Peekskill,Rye,95.0
Peekskill,Montebello,95.0
Peekskill,Kingston,170.0
Peekskill,Haverstraw,67.0
Peekskill,Rochester,84.0
Peekskill,Croton-on-Hudson,2593.0
Peekskill,Harrison,319.0
Peekskill,New Rochelle,801.0
Peekskill,Port Chester,191.0
Peekskill,Scarsdale,56.0
Peekskill,Yonkers,3410.0
Peekskill,Fishkill,135.0
Peekskill,Buchanan,842.0
Peekskill,Dobbs Ferry,371.0
Peekskill,Elmsford,95.0
Peekskill,Hastings-on-Hudson,67.0
Peekskill,Nelsonville,236.0
Peekskill,Harriman,190.0
Peekskill,Kiryas Joel,84.0
Peekskill,Monroe,67.0
Peekskill,Wappingers Falls,179.0
Peekskill,White Plains,2584.0
Peekskill,Briarcliff Manor,589.0
Peekskill,Ardsley,297.0
Peekskill,Irvington,135.0
Peekskill,Brentwood,67.0
Peekskill,Crugers,584.0
Peekskill,Eastchester,56.0
Peekskill,Gardnertown,84.0
Peekskill,Armonk,68.0
Peekskill,Blauvelt,68.0
Peekskill,Greenville,67.0
Peekskill,Hawthorne,302.0
Peekskill,Jefferson Valley-Yorktown,1374.0
Peekskill,Lake Carmel,68.0
Peekskill,Mahopac,84.0
Peekskill,Mechanicstown,56.0
Peekskill,Myers Corner,67.0
Peekskill,Highland,67.0
Peekskill,Montrose,1401.0
Peekskill,Pine Plains,56.0
Peekskill,Putnam Lake,84.0
Peekskill,Stony Point,235.0
Peekskill,Thornwood,153.0
Peekskill,University at Buffalo,67.0
Peekskill,Valhalla,123.0
Peekskill,West Point,163.0
Cortland,Homer,2002.0
Cortland,Hamilton,80.0
Cortland,Rome,128.0
Cortland,Utica,80.0
Cortland,Buffalo,397.0
Cortland,Oswego,169.0
Cortland,Pulaski,51.0
Cortland,Mamaroneck,70.0
Cortland,New York,1137.0
Cortland,Ithaca,589.0
Cortland,Rochester,80.0
Cortland,Harrison,70.0
Cortland,Endicott,287.0
Cortland,Auburn,51.0
Cortland,Fishkill,51.0
Cortland,Monroe,51.0
Cortland,Lansing,1191.0
Cortland,Syracuse,2394.0
Cortland,Long Beach,118.0
Cortland,Corning,51.0
Cortland,Elmira,70.0
Cortland,Horseheads,80.0
Cortland,Binghamton,566.0
Cortland,Johnson City,140.0
Cortland,Cortland West,18012.0
Cortland,Endwell,118.0
Cortland,Irondequoit,51.0
Cortland,Lyncourt,51.0
Cortland,Lyons,118.0
Cortland,Northeast Ithaca,300.0
Cortland,Northwest Ithaca,51.0
Cortland,South Hill,51.0
Cortland,St. James,80.0
Cortland,Uniondale,80.0
Cortland,Westvale,118.0
Homer,Cortland,3528.0
Homer,Cazenovia,92.0
Homer,Endicott,92.0
Homer,Auburn,184.0
Homer,Lansing,92.0
Homer,Syracuse,645.0
Homer,Schenectady,92.0
Homer,East Syracuse,92.0
Homer,Cortland West,4085.0
Homer,Northeast Ithaca,184.0
Homer,Northwest Ithaca,184.0
Lewiston,Lockport,121.0
Lewiston,Niagara Falls,2767.0
Lewiston,Utica,334.0
Lewiston,Buffalo,484.0
Lewiston,Wilson,121.0
Lewiston,Kenmore,121.0
Lewiston,Cheektowaga,121.0
Lewiston,Harris Hill,121.0
Lockport,Middleport,90.0
Lockport,Niagara Falls,2377.0
Lockport,Buffalo,3899.0
Lockport,East Rochester,90.0
Lockport,New York,47.0
Lockport,North Tonawanda,1340.0
Lockport,Brockport,90.0
Lockport,Rochester,172.0
Lockport,Batavia,133.0
Lockport,Akron,47.0
Lockport,Angola,47.0
Lockport,Depew,78.0
Lockport,Tonawanda,440.0
Lockport,Williamsville,211.0
Lockport,Medina,259.0
Lockport,Cheektowaga,940.0
Lockport,Eggertsville,168.0
Lockport,Harris Hill,1288.0
Lockport,South Lockport,1195.0
Lockport,West Seneca,314.0
Middleport,Lockport,340.0
Middleport,Niagara Falls,136.0
Middleport,Buffalo,493.0
Middleport,North Tonawanda,68.0
Middleport,Lackawanna,68.0
Middleport,Akron,68.0
Middleport,Alden,119.0
Middleport,Blasdell,68.0
Middleport,Medina,529.0
Middleport,Cheektowaga,136.0
Middleport,Eggertsville,187.0
Middleport,Harris Hill,272.0
Niagara Falls,Cortland,72.0
Niagara Falls,Lewiston,1864.0
Niagara Falls,Lockport,1167.0
Niagara Falls,Utica,74.0
Niagara Falls,Buffalo,9811.0
Niagara Falls,Wilson,125.0
Niagara Falls,Albany,77.0
Niagara Falls,Lancaster,72.0
Niagara Falls,New York,449.0
Niagara Falls,North Tonawanda,3376.0
Niagara Falls,Lackawanna,373.0
Niagara Falls,Rochester,260.0
Niagara Falls,Elmira,278.0
Niagara Falls,Batavia,117.0
Niagara Falls,Binghamton,104.0
Niagara Falls,Akron,103.0
Niagara Falls,Depew,664.0
Niagara Falls,Hamburg,64.0
Niagara Falls,Kenmore,295.0
Niagara Falls,Tonawanda,951.0
Niagara Falls,Williamsville,180.0
Niagara Falls,Medina,74.0
Niagara Falls,Cheektowaga,3763.0
Niagara Falls,Cortland West,77.0
Niagara Falls,Eggertsville,581.0
Niagara Falls,Greece,37.0
Niagara Falls,Harris Hill,394.0
Niagara Falls,South Lockport,64.0
Niagara Falls,University at Buffalo,92.0
Niagara Falls,West Seneca,206.0
Newburgh,Port Jervis,69.0
Newburgh,Suffern,84.0
Newburgh,New York,4276.0
Newburgh,Rye,212.0
Newburgh,Airmont,57.0
Newburgh,Ellenville,57.0
Newburgh,Kingston,183.0
Newburgh,New Paltz,163.0
Newburgh,Croton-on-Hudson,212.0
Newburgh,Harrison,212.0
Newburgh,New Rochelle,68.0
Newburgh,Port Chester,137.0
Newburgh,Yonkers,183.0
Newburgh,Chester,161.0
Newburgh,Cornwall-on-Hudson,163.0
Newburgh,Fishkill,221.0
Newburgh,Poughkeepsie,308.0
Newburgh,Nelsonville,84.0
Newburgh,Middletown,531.0
Newburgh,Monroe,57.0
Newburgh,Wappingers Falls,375.0
Newburgh,White Plains,385.0
Newburgh,Beacon,999.0
Newburgh,Beaver Dam Lake,68.0
Newburgh,Farmingville,212.0
Newburgh,Firthcliffe,431.0
Newburgh,Gardnertown,5268.0
Newburgh,Heritage Hills,68.0
Newburgh,Mechanicstown,522.0
Newburgh,Medford,212.0
Newburgh,Myers Corner,173.0
Newburgh,Nanuet,77.0
Newburgh,New Windsor,2010.0
Newburgh,Hurley,152.0
Newburgh,Scotchtown,57.0
Newburgh,Vails Gate,2773.0
Newburgh,Valhalla,106.0
Newburgh,Wallkill,77.0
Newburgh,West Point,271.0
Port Jervis,New York,666.0
Port Jervis,West Haverstraw,70.0
Port Jervis,Rockville Centre,70.0
Port Jervis,Ellenville,70.0
Port Jervis,Chester,333.0
Port Jervis,Middletown,865.0
Port Jervis,East Syracuse,80.0
Port Jervis,Bardonia,70.0
Port Jervis,Mechanicstown,1745.0
Port Jervis,Nanuet,140.0
Port Jervis,West Point,160.0
Head of the Harbor,Lake Grove,1220.0
Head of the Harbor,Old Field,207.0
Head of the Harbor,New York,1222.0
Head of the Harbor,Port Jefferson,103.0
Head of the Harbor,Port Washington North,51.0
Head of the Harbor,Thomaston,51.0
Head of the Harbor,Belle Terre,51.0
Head of the Harbor,Brightwaters,51.0
Head of the Harbor,Mineola,51.0
Head of the Harbor,Huntington Bay,51.0
Head of the Harbor,East Hills,51.0
Head of the Harbor,Bayport,51.0
Head of the Harbor,Bethpage,51.0
Head of the Harbor,Bohemia,51.0
Head of the Harbor,Brentwood,103.0
Head of the Harbor,Carle Place,311.0
Head of the Harbor,Centereach,219.0
Head of the Harbor,Commack,864.0
Head of the Harbor,Coram,51.0
Head of the Harbor,Deer Park,219.0
Head of the Harbor,Dix Hills,102.0
Head of the Harbor,East Northport,51.0
Head of the Harbor,Elwood,155.0
Head of the Harbor,Farmingville,154.0
Head of the Harbor,Centerport,51.0
Head of the Harbor,Fort Salonga,154.0
Head of the Harbor,Hauppauge,155.0
Head of the Harbor,Hicksville,103.0
Head of the Harbor,Huntington,51.0
Head of the Harbor,Huntington Station,102.0
Head of the Harbor,Jericho,257.0
Head of the Harbor,Kings Park,374.0
Head of the Harbor,Manhasset,51.0
Head of the Harbor,Medford,51.0
Head of the Harbor,Middle Island,51.0
Head of the Harbor,Mount Sinai,51.0
Head of the Harbor,Nesconset,947.0
Head of the Harbor,New Cassel,103.0
Head of the Harbor,North Babylon,51.0
Head of the Harbor,North New Hyde Park,51.0
Head of the Harbor,Oakdale,51.0
Head of the Harbor,Oceanside,102.0
Head of the Harbor,Plainview,103.0
Head of the Harbor,Rocky Point,167.0
Head of the Harbor,Ronkonkoma,103.0
Head of the Harbor,Smithtown,154.0
Head of the Harbor,South Huntington,362.0
Head of the Harbor,St. James,4598.0
Head of the Harbor,Sayville,51.0
Head of the Harbor,Uniondale,220.0
Head of the Harbor,Westhampton,51.0
Head of the Harbor,West Hills,51.0
Head of the Harbor,West Islip,257.0
Head of the Harbor,Yaphank,102.0
Islandia,Lake Grove,520.0
Islandia,New York,2470.0
Islandia,Port Jefferson,99.0
Islandia,Amityville,49.0
Islandia,Brightwaters,49.0
Islandia,Farmingdale,49.0
Islandia,Freeport,98.0
Islandia,New Hyde Park,74.0
Islandia,Huntington Bay,49.0
Islandia,Bay Shore,49.0
Islandia,Bethpage,98.0
Islandia,Bohemia,310.0
Islandia,Brentwood,480.0
Islandia,Centereach,197.0
Islandia,Commack,631.0
Islandia,Deer Park,49.0
Islandia,Dix Hills,98.0
Islandia,East Farmingdale,49.0
Islandia,East Islip,49.0
Islandia,East Massapequa,49.0
Islandia,Elmont,49.0
Islandia,Elwood,99.0
Islandia,Farmingville,347.0
Islandia,Central Islip,1225.0
Islandia,Great River,49.0
Islandia,Hauppauge,793.0
Islandia,Hicksville,197.0
Islandia,Holtsville,98.0
Islandia,Huntington,49.0
Islandia,Huntington Station,49.0
Islandia,Islip,198.0
Islandia,Islip Terrace,49.0
Islandia,Kings Park,197.0
Islandia,Lake Ronkonkoma,507.0
Islandia,Levittown,49.0
Islandia,Medford,396.0
Islandia,Mount Sinai,49.0
Islandia,North Babylon,49.0
Islandia,North Bay Shore,49.0
Islandia,North Lindenhurst,49.0
Islandia,Oakdale,161.0
Islandia,Plainview,111.0
Islandia,Rocky Point,98.0
Islandia,Selden,49.0
Islandia,Shirley,99.0
Islandia,Smithtown,148.0
Islandia,South Huntington,49.0
Islandia,Syosset,49.0
Islandia,St. James,98.0
Islandia,Sayville,148.0
Islandia,Uniondale,99.0
Islandia,West Hills,49.0
Islandia,West Islip,147.0
Islandia,Wyandanch,49.0
Lake Grove,Islandia,677.0
Lake Grove,Old Field,133.0
Lake Grove,Hempstead,136.0
Lake Grove,Brookville,120.0
Lake Grove,New York,4857.0
Lake Grove,Port Jefferson,804.0
Lake Grove,Woodbury,199.0
Lake Grove,Patchogue,207.0
Lake Grove,Rockville Centre,207.0
Lake Grove,Roslyn Harbor,54.0
Lake Grove,Valley Stream,108.0
Lake Grove,Westbury,70.0
Lake Grove,Babylon,120.0
Lake Grove,Belle Terre,469.0
Lake Grove,Brightwaters,70.0
Lake Grove,New Rochelle,66.0
Lake Grove,Westhampton Beach,54.0
Lake Grove,Long Beach,133.0
Lake Grove,Farmingdale,54.0
Lake Grove,Freeport,66.0
Lake Grove,Lynbrook,54.0
Lake Grove,Mineola,211.0
Lake Grove,New Hyde Park,66.0
Lake Grove,Bayport,54.0
Lake Grove,Baywood,120.0
Lake Grove,Blue Point,54.0
Lake Grove,Bohemia,382.0
Lake Grove,Brentwood,555.0
Lake Grove,Brookhaven,187.0
Lake Grove,Carle Place,70.0
Lake Grove,Centereach,5721.0
Lake Grove,Commack,937.0
Lake Grove,Coram,515.0
Lake Grove,Deer Park,525.0
Lake Grove,Dix Hills,287.0
Lake Grove,East Farmingdale,374.0
Lake Grove,East Massapequa,66.0
Lake Grove,East Northport,120.0
Lake Grove,Elmont,149.0
Lake Grove,Elwood,133.0
Lake Grove,Farmingville,513.0
Lake Grove,Central Islip,314.0
Lake Grove,Fort Salonga,54.0
Lake Grove,Gordon Heights,54.0
Lake Grove,Greenlawn,133.0
Lake Grove,Hauppauge,900.0
Lake Grove,Hicksville,120.0
Lake Grove,Holtsville,298.0
Lake Grove,Huntington,240.0
Lake Grove,Huntington Station,174.0
Lake Grove,Islip,318.0
Lake Grove,Islip Terrace,54.0
Lake Grove,Jericho,458.0
Lake Grove,Kings Park,178.0
Lake Grove,Lake Ronkonkoma,10890.0
Lake Grove,Levittown,66.0
Lake Grove,Manhasset,54.0
Lake Grove,Medford,781.0
Lake Grove,Middle Island,266.0
Lake Grove,Mount Sinai,294.0
Lake Grove,Nesconset,3191.0
Lake Grove,New Cassel,133.0
Lake Grove,North Babylon,265.0
Lake Grove,Holbrook,1744.0
Lake Grove,North New Hyde Park,66.0
Lake Grove,North Sea,54.0
Lake Grove,Oakdale,307.0
Lake Grove,Old Bethpage,83.0
Lake Grove,Plainedge,66.0
Lake Grove,Plainview,88.0
Lake Grove,Riverhead,54.0
Lake Grove,Rocky Point,66.0
Lake Grove,Ronkonkoma,70.0
Lake Grove,Selden,928.0
Lake Grove,Shelter Island,70.0
Lake Grove,Shirley,232.0
Lake Grove,Smithtown,199.0
Lake Grove,South Huntington,619.0
Lake Grove,Syosset,397.0
Lake Grove,Terryville,54.0
Lake Grove,North Massapequa,149.0
Lake Grove,St. James,3625.0
Lake Grove,Sayville,232.0
Lake Grove,Uniondale,561.0
Lake Grove,West Babylon,124.0
Lake Grove,West Islip,314.0
Lake Grove,Wyandanch,140.0
Lake Grove,Yaphank,124.0
Massena,Ogdensburg,103.0
Massena,Potsdam,103.0
Massena,Malone,207.0
Massena,Rochester,103.0
Massena,Watertown,103.0
Massena,Syracuse,103.0
Massena,Brasher Falls,103.0
Massena,Cumberland Head,207.0
Massena,Rotterdam,103.0
Massena,Plattsburgh West,181.0
Canastota,Rome,284.0
Canastota,Sherrill,377.0
Canastota,Utica,232.0
Canastota,Albany,71.0
Canastota,New York,213.0
Canastota,Oneida,5744.0
Canastota,New York Mills,71.0
Canastota,Syracuse,982.0
Canastota,East Syracuse,359.0
Canastota,Galeville,71.0
Canastota,Village Green,71.0
Canastota,Westmere,71.0
Ogdensburg,Massena,135.0
Ogdensburg,Geneva,86.0
Ogdensburg,Albany,270.0
Ogdensburg,Potsdam,168.0
Ogdensburg,New York,79.0
Ogdensburg,Watertown,694.0
Ogdensburg,Syracuse,251.0
Ogdensburg,Plattsburgh,135.0
Ogdensburg,Brasher Falls,79.0
Ogdensburg,Westmere,270.0
Cazenovia,Hamilton,482.0
Cazenovia,Utica,148.0
Cazenovia,New York,166.0
Cazenovia,Oneida,241.0
Cazenovia,Oneonta,167.0
Cazenovia,Syracuse,1352.0
Cazenovia,Norwich,74.0
Cazenovia,East Syracuse,74.0
Cazenovia,Fairmount,222.0
Washingtonville,Newburgh,117.0
Washingtonville,Port Jervis,58.0
Washingtonville,New York,1657.0
Washingtonville,North Tonawanda,58.0
Washingtonville,Airmont,103.0
Washingtonville,Montebello,58.0
Washingtonville,Chester,367.0
Washingtonville,Middletown,131.0
Washingtonville,Harriman,147.0
Washingtonville,Monroe,294.0
Washingtonville,South Blooming Grove,58.0
Washingtonville,Beacon,116.0
Washingtonville,Beaver Dam Lake,1309.0
Washingtonville,Firthcliffe,117.0
Washingtonville,Mechanicstown,367.0
Washingtonville,Myers Corner,58.0
Washingtonville,New Windsor,117.0
Washingtonville,Scotchtown,58.0
Washingtonville,Vails Gate,618.0
Washingtonville,Valley Cottage,58.0
Geneva,Buffalo,142.0
Geneva,Clyde,60.0
Geneva,Newark,496.0
Geneva,Palmyra,142.0
Geneva,New York,572.0
Geneva,Rochester,782.0
Geneva,Syracuse,266.0
Geneva,Canandaigua,262.0
Geneva,Brighton,211.0
Geneva,Irondequoit,124.0
Geneva,Lyons,64.0
Hudson Falls,Saratoga Springs,81.0
Hudson Falls,Albany,389.0
Hudson Falls,New York,81.0
Hudson Falls,Colonie,154.0
Hudson Falls,Menands,81.0
Hudson Falls,Ballston Spa,81.0
Hudson Falls,Corinth,81.0
Hudson Falls,South Glens Falls,856.0
Hudson Falls,Coxsackie,91.0
Hudson Falls,Glens Falls,5347.0
Hudson Falls,Syracuse,73.0
Hudson Falls,Binghamton,164.0
Hudson Falls,Schenectady,73.0
Hudson Falls,Binghamton University,73.0
Hudson Falls,Glens Falls North,8431.0
Hudson Falls,Plattsburgh West,73.0
Hudson Falls,Warrensburg,163.0
Hudson Falls,Westmere,81.0
Lindenhurst,Islandia,123.0
Lindenhurst,Lake Grove,208.0
Lindenhurst,Pelham Manor,59.0
Lindenhurst,Great Neck Plaza,154.0
Lindenhurst,Hempstead,635.0
Lindenhurst,Island Park,47.0
Lindenhurst,Brookville,73.0
Lindenhurst,New York,17309.0
Lindenhurst,Port Jefferson,76.0
Lindenhurst,Port Washington North,95.0
Lindenhurst,Woodbury,527.0
Lindenhurst,Rockville Centre,331.0
Lindenhurst,Thomaston,47.0
Lindenhurst,Valley Stream,259.0
Lindenhurst,Westbury,94.0
Lindenhurst,Cohoes,84.0
Lindenhurst,East Williston,47.0
Lindenhurst,Great Neck Estates,76.0
Lindenhurst,Oyster Bay Cove,76.0
Lindenhurst,Amityville,3136.0
Lindenhurst,Muttontown,103.0
Lindenhurst,Babylon,3232.0
Lindenhurst,Brightwaters,123.0
Lindenhurst,Port Chester,95.0
Lindenhurst,Westhampton Beach,47.0
Lindenhurst,Kings Point,73.0
Lindenhurst,Long Beach,342.0
Lindenhurst,Farmingdale,437.0
Lindenhurst,Floral Park,47.0
Lindenhurst,Flower Hill,73.0
Lindenhurst,Freeport,228.0
Lindenhurst,Garden City,249.0
Lindenhurst,Lynbrook,149.0
Lindenhurst,Massapequa Park,1025.0
Lindenhurst,Glen Cove,228.0
Lindenhurst,Binghamton,91.0
Lindenhurst,Mineola,414.0
Lindenhurst,Huntington Bay,84.0
Lindenhurst,East Hills,31.0
Lindenhurst,Baldwin,107.0
Lindenhurst,Bay Shore,73.0
Lindenhurst,Baywood,232.0
Lindenhurst,Bellmore,643.0
Lindenhurst,Bethpage,210.0
Lindenhurst,Blue Point,84.0
Lindenhurst,Bohemia,453.0
Lindenhurst,Brentwood,1103.0
Lindenhurst,Brookhaven,110.0
Lindenhurst,Carle Place,120.0
Lindenhurst,Commack,1526.0
Lindenhurst,Copiague,9922.0
Lindenhurst,Coram,31.0
Lindenhurst,Deer Park,2322.0
Lindenhurst,Dix Hills,246.0
Lindenhurst,East Farmingdale,7775.0
Lindenhurst,East Islip,156.0
Lindenhurst,East Massapequa,8100.0
Lindenhurst,East Meadow,396.0
Lindenhurst,East Northport,119.0
Lindenhurst,East Patchogue,47.0
Lindenhurst,Elmont,73.0
Lindenhurst,Elwood,265.0
Lindenhurst,Franklin Square,73.0
Lindenhurst,Garden City South,72.0
Lindenhurst,Centerport,84.0
Lindenhurst,Central Islip,786.0
Lindenhurst,Fort Salonga,195.0
Lindenhurst,Gilgo,690.0
Lindenhurst,Great River,204.0
Lindenhurst,Hampton Bays,73.0
Lindenhurst,Hauppauge,1133.0
Lindenhurst,Hicksville,1611.0
Lindenhurst,Huntington,104.0
Lindenhurst,Huntington Station,620.0
Lindenhurst,Islip,718.0
Lindenhurst,Islip Terrace,47.0
Lindenhurst,Jericho,701.0
Lindenhurst,Lake Ronkonkoma,198.0
Lindenhurst,Levittown,1221.0
Lindenhurst,Manhasset,426.0
Lindenhurst,Massapequa,914.0
Lindenhurst,Medford,131.0
Lindenhurst,Merrick,450.0
Lindenhurst,Nesconset,120.0
Lindenhurst,New Cassel,627.0
Lindenhurst,North Babylon,1667.0
Lindenhurst,Holbrook,228.0
Lindenhurst,North Lindenhurst,3013.0
Lindenhurst,North New Hyde Park,252.0
Lindenhurst,North Valley Stream,59.0
Lindenhurst,North Wantagh,171.0
Lindenhurst,Oakdale,218.0
Lindenhurst,Oceanside,76.0
Lindenhurst,Old Bethpage,157.0
Lindenhurst,Plainedge,582.0
Lindenhurst,Plainview,1039.0
Lindenhurst,Port Washington,78.0
Lindenhurst,Ridge,76.0
Lindenhurst,Rocky Point,31.0
Lindenhurst,Salisbury,447.0
Lindenhurst,Seaford,569.0
Lindenhurst,Smithtown,236.0
Lindenhurst,South Huntington,485.0
Lindenhurst,Syosset,629.0
Lindenhurst,North Bellmore,78.0
Lindenhurst,North Massapequa,568.0
Lindenhurst,St. James,141.0
Lindenhurst,Sayville,324.0
Lindenhurst,South Farmingdale,271.0
Lindenhurst,South Valley Stream,152.0
Lindenhurst,Uniondale,2247.0
Lindenhurst,Wantagh,465.0
Lindenhurst,Warrensburg,72.0
Lindenhurst,West Babylon,19258.0
Lindenhurst,West Bay Shore,1129.0
Lindenhurst,West Hills,283.0
Lindenhurst,West Islip,3458.0
Lindenhurst,West Sayville,47.0
Lindenhurst,Woodmere,131.0
Lindenhurst,Wyandanch,223.0
Lindenhurst,Yaphank,404.0
Lloyd Harbor,Hempstead,242.0
Lloyd Harbor,Brookville,80.0
Lloyd Harbor,New York,4522.0
Lloyd Harbor,Port Jefferson,80.0
Lloyd Harbor,Woodbury,1392.0
Lloyd Harbor,Roslyn Harbor,80.0
Lloyd Harbor,Westbury,80.0
Lloyd Harbor,Oyster Bay Cove,282.0
Lloyd Harbor,Muttontown,80.0
Lloyd Harbor,Babylon,80.0
Lloyd Harbor,Flower Hill,80.0
Lloyd Harbor,Garden City,242.0
Lloyd Harbor,Malverne,80.0
Lloyd Harbor,Mineola,161.0
Lloyd Harbor,New Hyde Park,80.0
Lloyd Harbor,Huntington Bay,3170.0
Lloyd Harbor,East Hills,80.0
Lloyd Harbor,Bethpage,241.0
Lloyd Harbor,Commack,665.0
Lloyd Harbor,Deer Park,262.0
Lloyd Harbor,Dix Hills,646.0
Lloyd Harbor,East Farmingdale,323.0
Lloyd Harbor,East Meadow,241.0
Lloyd Harbor,Elwood,322.0
Lloyd Harbor,Centerport,80.0
Lloyd Harbor,Hauppauge,80.0
Lloyd Harbor,Hicksville,865.0
Lloyd Harbor,Huntington,7491.0
Lloyd Harbor,Huntington Station,1371.0
Lloyd Harbor,Jericho,523.0
Lloyd Harbor,Locust Valley,80.0
Lloyd Harbor,North Babylon,80.0
Lloyd Harbor,North New Hyde Park,161.0
Lloyd Harbor,Plainedge,282.0
Lloyd Harbor,Plainview,565.0
Lloyd Harbor,Port Washington,161.0
Lloyd Harbor,Roslyn Heights,100.0
Lloyd Harbor,Seaford,80.0
Lloyd Harbor,South Huntington,1191.0
Lloyd Harbor,Syosset,1815.0
Lloyd Harbor,Uniondale,504.0
Lloyd Harbor,Wantagh,80.0
Lloyd Harbor,West Hills,323.0
Lloyd Harbor,West Islip,80.0
Lloyd Harbor,Woodmere,80.0
North Haven,New York,675.0
North Haven,East Hampton,513.0
North Haven,Greenport,73.0
North Haven,Muttontown,128.0
North Haven,Auburn,238.0
North Haven,Westhampton Beach,73.0
North Haven,Commack,73.0
North Haven,East Moriches,73.0
North Haven,Hampton Bays,220.0
North Haven,Hauppauge,73.0
North Haven,Huntington,73.0
North Haven,Jericho,91.0
North Haven,Lake Ronkonkoma,73.0
North Haven,North Sea,146.0
North Haven,Plainedge,73.0
North Haven,Riverhead,146.0
North Haven,St. James,73.0
North Haven,Westhampton,73.0
North Haven,West Hurley,73.0
North Haven,Yaphank,110.0
Old Field,Head of the Harbor,110.0
Old Field,Islandia,166.0
Old Field,Lake Grove,1120.0
Old Field,New York,1678.0
Old Field,Port Jefferson,1121.0
Old Field,Rockville Centre,83.0
Old Field,Westbury,55.0
Old Field,Belle Terre,249.0
Old Field,Yonkers,110.0
Old Field,Garden City,55.0
Old Field,Bohemia,55.0
Old Field,Brookhaven,55.0
Old Field,Centereach,387.0
Old Field,Commack,179.0
Old Field,Coram,110.0
Old Field,East Farmingdale,55.0
Old Field,East Meadow,55.0
Old Field,Farmingville,55.0
Old Field,Central Islip,55.0
Old Field,East Moriches,55.0
Old Field,Hauppauge,55.0
Old Field,Hicksville,110.0
Old Field,Holtsville,55.0
Old Field,Huntington Station,55.0
Old Field,Islip,55.0
Old Field,Jericho,55.0
Old Field,Kings Park,290.0
Old Field,Lake Ronkonkoma,110.0
Old Field,Medford,221.0
Old Field,Miller Place,55.0
Old Field,Nesconset,498.0
Old Field,Holbrook,221.0
Old Field,Plainview,165.0
Old Field,Riverhead,55.0
Old Field,Rocky Point,331.0
Old Field,Selden,276.0
Old Field,Shirley,55.0
Old Field,Smithtown,55.0
Old Field,South Huntington,55.0
Old Field,Stony Brook,55.0
Old Field,Syosset,55.0
Old Field,St. James,1148.0
Old Field,Sayville,55.0
Old Field,Uniondale,55.0
Old Field,Wading River,110.0
Old Field,Yaphank,110.0
Hamilton,Cazenovia,70.0
Hamilton,Rome,140.0
Hamilton,Utica,420.0
Hamilton,Rensselaer,70.0
Hamilton,Troy,105.0
Hamilton,New York,700.0
Hamilton,Oneida,70.0
Hamilton,New York Mills,70.0
Hamilton,Syracuse,140.0
Hamilton,Corning,70.0
Hamilton,Cortland West,70.0
Hamilton,Rotterdam,70.0
Rome,Canastota,635.0
Rome,Sherrill,490.0
Rome,Utica,6018.0
Rome,Albany,173.0
Rome,Potsdam,94.0
Rome,Sloatsburg,81.0
Rome,New York,737.0
Rome,Frankfort,77.0
Rome,Herkimer,95.0
Rome,Ilion,226.0
Rome,Rockville Centre,81.0
Rome,Rochester,26.0
Rome,Oneida,1489.0
Rome,Corinth,81.0
Rome,North Syracuse,192.0
Rome,Watertown,78.0
Rome,New Hartford,665.0
Rome,New York Mills,1760.0
Rome,Glens Falls,190.0
Rome,Whitesboro,705.0
Rome,Yorkville,446.0
Rome,Syracuse,2646.0
Rome,Little Falls,62.0
Rome,Mohawk,177.0
Rome,Freeport,243.0
Rome,Schenectady,26.0
Rome,Minoa,72.0
Rome,East Syracuse,236.0
Rome,Cortland West,62.0
Rome,Franklin Square,81.0
Rome,Fairmount,121.0
Rome,Galeville,81.0
Rome,Lyncourt,77.0
Rome,North Valley Stream,81.0
Rome,Rotterdam,26.0
Sherrill,Canastota,90.0
Sherrill,Hamilton,217.0
Sherrill,Rome,306.0
Sherrill,Utica,432.0
Sherrill,Frankfort,72.0
Sherrill,Oneida,4168.0
Sherrill,New Hartford,144.0
Sherrill,Whitesboro,144.0
Sherrill,Yorkville,72.0
Sherrill,Syracuse,523.0
Sherrill,Little Falls,72.0
Sherrill,East Syracuse,72.0
Sherrill,Westmere,144.0
Utica,Niagara Falls,75.0
Utica,Hamilton,197.0
Utica,Rome,3925.0
Utica,Sherrill,177.0
Utica,Johnstown,103.0
Utica,Buffalo,75.0
Utica,Fulton,77.0
Utica,Oswego,74.0
Utica,Albany,1013.0
Utica,Green Island,95.0
Utica,Sloatsburg,102.0
Utica,New York,2005.0
Utica,Frankfort,219.0
Utica,Herkimer,370.0
Utica,Ilion,578.0
Utica,Rochester,276.0
Utica,Oneida,254.0
Utica,Watertown,94.0
Utica,Fishkill,79.0
Utica,Oneonta,116.0
Utica,New Hartford,6598.0
Utica,New York Mills,13052.0
Utica,Whitesboro,2131.0
Utica,Yorkville,2712.0
Utica,Syracuse,3944.0
Utica,Little Falls,177.0
Utica,Mohawk,192.0
Utica,Schenectady,190.0
Utica,Mineola,102.0
Utica,Solvay,302.0
Utica,Beaver Dam Lake,112.0
Utica,Bellmore,76.0
Utica,Cheektowaga,77.0
Utica,East Glenville,94.0
