tile,cpc
0,0.34702713072848224
1073,0.1573868752664109
1151,0.1638894757933736
1269,0.0838146708448017
1406,0.03340134615814334
1492,0.14664629068058602
1513,0.11633318178857426
1559,0.11676086471213093
1585,0.18476284413532937
1669,0.05343083055681631
1997,0.03976399426253299
202,0.19540114795918367
2059,0.08949376061145817
2092,0.033271837159018956
2154,0.11777554711331943
2197,0.013961001340486692
2267,0.16325906622436254
2329,0.04991630432425399
2474,0.281712041214822
262,0.12169170900283553
2678,0.11511889879954913
2715,0.1429257254914425
2838,0.3239936232517026
2861,0.05437823384521973
2904,0.0956624476367072
2941,0.16956109010670928
3080,0.07218747642869247
310,0.1933157097340271
3116,0.08087501963611302
3182,0.11890499460548956
3220,0.06942593289223592
3293,0.024258207976752714
3452,0.09165648190212332
352,0.07004136989771394
3537,0.2669386616536912
3559,0.12185599930237787
3630,0.04767015349284853
3652,0.010551211865324723
3664,0.3188891132408306
3685,0.08367684817657897
3749,0.13784867124608677
3834,0.12731931150389061
3877,0.000471268307186902
3930,0.019198225805640103
3948,0.24641090675636573
4007,0.06399099369362385
4025,0.08458367224417074
4041,0.02975770096713639
4084,0.08328091351111862
4178,0.15432298231054623
4231,0.023006585003993916
4276,0.1399778044441461
4303,0.08782644595130015
4318,0.20186487493345132
4365,0.11975391022785133
4403,0.04429502482739751
4449,0.010715326181235024
4469,0.04350513095070107
4518,0.13796080091542628
4596,0.08367047731490958
4661,0.004127072984245932
4722,0.15549844107964442
4734,0.3705682460777079
4798,0.22172646934393783
4837,0.16134375877551768
4875,0.41127687717581396
4892,0.07674362389716241
4914,0.04590337922562113
4918,0.11656766298753791
5013,0.11882024257526444
520,0.27734690410791013
699,0.15997446928711118
748,0.17074516723415784
854,0.055679444126903545
916,0.06127038499082486
