tile,cpc
0,0.0021691184813216247
1028,0.25259926415388523
1090,0.2758421132072873
1154,0.2506310996726635
1266,0.6920212939589137
1275,0.06445807007598348
1279,0.05527411670504051
136,0.04733901146130684
1360,0.05445987427005169
1384,0.24038788657282023
1494,0.07015402705626735
1539,0.24018223474713596
1567,0.2087167876464121
165,0.07374828747119645
1681,0.1943203484528797
1816,0.28903367912878386
1884,0.4218548793396968
1912,0.2940254349621439
195,0.0011958566271824394
1960,0.11981731704556578
1983,0.2032770472248708
2133,0.12315027875195962
220,0.41600952670551755
2280,0.23169956553265816
236,0.3615844479456604
2387,0.18227478105493758
2425,0.2737060055592946
250,0.2797876289807642
2842,0.29386621608694924
2870,0.12200036546549142
3028,0.3569815596159819
3044,0.0009939331152216077
3063,0.13427747478140467
3193,0.29110267830832826
3257,0.0029853279048207117
3266,0.4509556694723018
338,0.06069099767416262
3495,0.21537042131089226
3544,0.2510669971069326
3673,0.4074854684190351
3733,0.22553483104455396
4076,0.032235949669927814
4107,0.03130065123165082
4151,0.023819807828412285
4177,0.00230342955662997
4340,0.5172453139716655
4379,0.32932197310288175
4433,0.19927825813043595
445,0.3766289370938439
4481,0.03280268812840154
4564,0.1338258791109271
4606,0.014755942728656579
4650,0.38917308347443047
4727,0.2320663516455081
4784,0.00017267441717741167
4789,0.06579173778571772
4853,0.09951468382713026
4888,0.19114047550102586
4931,0.407082110660697
4988,0.15139615261596254
5048,0.05373467442193657
5063,0.011449538296038071
508,0.1378339663995052
5088,0.5178081564844881
5128,0.43945397828754623
5144,0.15780558689816265
5314,0.0815670286914756
5340,0.08799920969832424
5534,0.18465576006535284
5592,0.30735525080472104
5668,0.022673023510376804
5693,0.40498615209354927
5728,0.22972330516546918
574,0.39070603427057393
5783,0.2916742251564523
5862,0.5257494616548125
5898,0.2721064501681778
6046,0.34926564240998126
6057,0.33224035758299314
6100,0.4398653860947757
6146,0.2736044231576756
625,0.10724163608002825
6343,0.10989516507716293
6394,0.16343740541300159
6519,0.226502250926668
6635,0.3196647498070053
6675,1.0
6676,0.01965764805825336
6688,0.2594480889571085
6709,0.39005448035929496
6747,0.3554648305153766
6820,0.008300190770906485
6870,0.11295478705527333
6903,0.5275662383768549
6969,0.37908164720272036
6985,0.18882677154208113
7105,0.24793566699939032
7190,0.2417882526251117
7244,0.22774258693169677
7364,0.15040728784867202
7429,0.25937297080986393
7479,0.2181785192287063
749,0.26241000472487297
7520,0.024510652267137355
7527,0.22949172044385693
797,0.2945303121248499
841,0.30217895196318817
959,0.20654101208599032
985,0.0535320359084099
