tile,cpc
0,0.12312625109564675
10168,0.13825787983899804
10532,0.36718671910697964
10582,0.08353222310758723
10737,0.02586225054263861
11194,0.24335590137429264
11452,0.18350574848725776
1146,0.29709059978267455
11527,0.1374960426340228
11604,0.3128829339324963
11666,0.2441545039994361
11820,0.5804415467058118
11920,0.5834953393701277
12121,0.2279987282066175
12233,0.13885737172812387
12803,0.19228811190360331
12912,0.16755048327519348
13136,0.17643062763858594
13212,0.311516602773493
13348,0.2668832599468966
13749,0.03283177607129821
13863,0.23377630269119867
14005,0.3847778206206768
14170,0.581382274446997
14292,0.3383079448499178
14324,0.34301439993031185
14337,0.45059353616667935
14362,0.31824256452516375
14482,0.15680585082497533
14514,0.16061853285582833
1457,0.12133492769817394
14644,0.262515377303929
14782,0.19333522814109946
14882,0.27151283101965856
14901,0.6727497527490556
15049,0.11075945190681946
15323,0.43663426612841066
15389,0.03604720779635304
15502,0.2196025096887708
1561,0.18453100010638998
15672,0.11841493674622557
15754,0.1824066761085238
15869,0.19900977137270265
16349,0.3111121991300769
16583,0.26473773919115207
16766,0.16456463465463372
17036,0.3732472376430533
17173,0.12354810188708851
17367,0.10793319449194767
17466,0.11055638735025246
17527,0.23692770498784205
17649,0.4148389317310043
17716,0.12421113089782523
1780,0.29269697520085963
17827,0.10916439980984813
17894,0.23890620109679264
18354,0.13447127516438873
18797,0.7019391538037486
18880,0.22308773374912183
19070,0.31622866629610746
19239,0.20857858992266828
19284,0.2758535015904425
19424,0.5529150355560226
19644,0.212387732743837
19914,0.35168558303103753
20104,0.4201578095146127
20262,0.21448052467591708
20582,0.1622726019809065
21197,0.23084218858037048
2148,0.14980537607124106
22106,0.32505896040419474
22208,0.20497589071101807
22375,0.5102148818460384
22700,0.30617011916929204
22879,0.26493923035709205
23043,0.2471398056174278
23268,0.71278766441424
23298,0.2857476422914507
2330,0.18409962663273147
23973,0.3529138662578853
24248,0.25943103427505115
24478,0.35355160664594887
25343,0.08739600133810234
25612,0.3071594324327788
25759,0.18979912700441112
25930,0.14573349473447103
26002,0.182326213770429
26053,0.2898671120164134
26279,0.15023326627906294
26328,0.34948284458062456
26366,0.10677370405074155
26445,0.0876590685648821
26804,0.15353309814292
26969,0.27379683411620065
27027,0.20756429424788075
27104,0.30451310244319024
27576,0.12079599558999632
27805,0.48749684105310803
28022,0.29901337159841374
2831,0.23848523098006094
28654,0.2539536991345278
28827,0.16326801926460677
29018,0.05999185612155475
2913,0.9000723011641557
29231,0.24663570709675273
2933,0.1389172878020026
29477,0.27012264181743556
29712,0.24602141203703703
30002,0.034506550052190256
30028,0.29659597259758474
30107,0.3322291031059864
30173,0.2006270325552692
30434,0.19570864942941757
30740,0.005224531483848491
30942,0.14809022393339666
31116,0.24947232960252438
31420,0.17616023640982637
31461,0.19865487953515826
31617,0.3279517777680223
31811,0.3324949243922793
31900,0.2420246524380112
32116,0.3178685096153846
32268,0.08002202123412534
32301,0.2998295671607579
32318,0.2224868136291402
32430,0.18832846530283678
32492,0.6870578511845475
32514,0.3751261943095439
32531,0.16697984749455339
32610,0.15064933328579577
32919,0.20564726752977308
32953,0.3773349243185156
32969,0.25975395197120166
33096,0.31270517940031173
33365,0.1056559390734929
33516,0.11825285581880626
33990,0.19538234698004986
34206,0.6138277505940781
34217,0.4021525362004764
34247,0.372146276525549
34257,0.34323486154536836
34363,0.1943034294257924
34688,0.24850359948504197
