residence,workplace,commuters
Anaheim,Costa Mesa,17435.0
Anaheim,Cypress,45290.0
Anaheim,Fullerton,178010.0
Anaheim,Garden Grove,124598.0
Anaheim,Laguna Niguel,1842.0
Anaheim,Orange,79930.0
Anaheim,Placentia,18090.0
Anaheim,San Juan Capistrano,2255.0
Anaheim,Santa Ana,82843.0
Anaheim,Westminster,34907.0
Anaheim,Yorba Linda,17009.0
Anaheim,Stockton,256.0
Anaheim,Apple Valley,151.0
Anaheim,San Bernardino,960.0
Anaheim,Hesperia,250.0
Anaheim,Victorville,568.0
Anaheim,Chino Hills,1573.0
Anaheim,Highland,92.0
Anaheim,Chino,1494.0
Anaheim,Bakersfield,224.0
Anaheim,Blythe,77.0
Anaheim,Indio,235.0
Anaheim,San Rafael,77.0
Anaheim,Coronado,148.0
Anaheim,Oakland,369.0
Anaheim,Carson,2385.0
Anaheim,Chula Vista,262.0
Anaheim,San Diego,3436.0
Anaheim,Richmond,68.0
Anaheim,Loma Linda,46.0
Anaheim,Montclair,649.0
Anaheim,Ontario,5410.0
Anaheim,Windsor,24.0
Anaheim,El Cajon,158.0
Anaheim,Encinitas,232.0
Anaheim,La Mesa,235.0
Anaheim,Oceanside,474.0
Anaheim,Poway,78.0
Anaheim,San Marcos,90.0
Anaheim,Alameda,77.0
Anaheim,Albany,68.0
Anaheim,Dublin,150.0
Anaheim,Emeryville,77.0
Anaheim,Vista,142.0
Anaheim,Fremont,64.0
Anaheim,Glendora,91.0
Anaheim,Hawthorne,1227.0
Anaheim,Inglewood,1571.0
Anaheim,La Cañada Flintridge,313.0
Anaheim,La Mirada,5804.0
Anaheim,Santa Clarita,306.0
Anaheim,Santa Fe Springs,698.0
Anaheim,Walnut,1532.0
Anaheim,Sierra Madre,60.0
Anaheim,Rolling Hills Estates,60.0
Anaheim,Lynwood,1576.0
Anaheim,Moorpark,88.0
Anaheim,Camarillo,46.0
Anaheim,Oxnard,196.0
Anaheim,Baldwin Park,550.0
Anaheim,Beverly Hills,1044.0
Anaheim,Glendale,854.0
Anaheim,La Puente,257.0
Anaheim,Los Angeles,47776.0
Anaheim,Paramount,1941.0
Anaheim,Temple City,154.0
Anaheim,Rancho Cucamonga,968.0
Anaheim,Campbell,66.0
Anaheim,San Jose,451.0
Anaheim,Barstow,35.0
Anaheim,Colton,173.0
Anaheim,Grand Terrace,106.0
Anaheim,Lincoln,64.0
Anaheim,San Bruno,77.0
Anaheim,Colma,77.0
Anaheim,Millbrae,129.0
Anaheim,San Francisco,742.0
Anaheim,San Mateo,90.0
Anaheim,Lawndale,44.0
Anaheim,Riverside,6644.0
Anaheim,Moreno Valley,1099.0
Anaheim,Corona,3948.0
Anaheim,Lake Elsinore,645.0
Anaheim,Beaumont,88.0
Anaheim,Hemet,299.0
Anaheim,Norco,735.0
Anaheim,Cathedral City,135.0
Anaheim,Palm Desert,405.0
Anaheim,La Habra Heights,69.0
Anaheim,Santa Clara,195.0
Anaheim,Pomona,2182.0
Anaheim,Industry,246.0
Anaheim,Diamond Bar,705.0
Anaheim,Duarte,82.0
Anaheim,Arcadia,518.0
Anaheim,Monterey Park,840.0
Anaheim,West Hollywood,571.0
Anaheim,West Covina,1016.0
Anaheim,La Verne,144.0
Anaheim,Irwindale,475.0
Anaheim,Azusa,198.0
Anaheim,Larkspur,57.0
Anaheim,Novato,68.0
Anaheim,Long Beach,22221.0
Anaheim,Signal Hill,1418.0
Anaheim,Rancho Palos Verdes,82.0
Anaheim,Lancaster,172.0
Anaheim,Alhambra,548.0
Anaheim,Rosemead,561.0
Anaheim,Montebello,898.0
Anaheim,Gardena,1971.0
Anaheim,Lakewood,5711.0
Anaheim,Compton,1190.0
Anaheim,San Gabriel,282.0
Anaheim,Norwalk,4223.0
Anaheim,Downey,3243.0
Anaheim,Whittier,3139.0
Anaheim,Pico Rivera,1223.0
Anaheim,Bell,226.0
Anaheim,Huntington Park,380.0
Anaheim,South Gate,905.0
Anaheim,Culver City,626.0
Anaheim,Chico,62.0
Anaheim,Livermore,46.0
Anaheim,Redondo Beach,970.0
Anaheim,Torrance,3787.0
Anaheim,Visalia,73.0
Anaheim,Menifee,463.0
Anaheim,Daly City,500.0
Anaheim,South San Francisco,126.0
Anaheim,Wildomar,277.0
Anaheim,Banning,1088.0
Anaheim,Brea,35190.0
Anaheim,Irvine,28507.0
Anaheim,La Habra,9765.0
Anaheim,Stanton,26236.0
Anaheim,Thousand Oaks,148.0
Anaheim,Rancho Mirage,287.0
Anaheim,Temecula,1760.0
Anaheim,Palm Springs,754.0
Anaheim,Santa Rosa,100.0
Anaheim,La Palma,6167.0
Anaheim,Los Alamitos,3703.0
Anaheim,Mission Viejo,4852.0
Anaheim,Rancho Santa Margarita,1819.0
Anaheim,San Clemente,2098.0
Anaheim,Seal Beach,1007.0
Anaheim,Villa Park,2204.0
Anaheim,Aliso Viejo,3324.0
Anaheim,Huntington Beach,21314.0
Anaheim,Tustin,10255.0
Anaheim,Buena Park,111842.0
Anaheim,Dana Point,1235.0
Anaheim,Fountain Valley,13712.0
Anaheim,Laguna Beach,1274.0
Anaheim,Laguna Hills,2415.0
Anaheim,Laguna Woods,2221.0
Anaheim,Lake Forest,7837.0
Anaheim,El Cerrito,763.0
Anaheim,Lathrop,148.0
Anaheim,Lodi,46.0
Anaheim,Tracy,46.0
Anaheim,Jurupa Valley,896.0
Anaheim,El Segundo,1410.0
Anaheim,Hawaiian Gardens,1240.0
Anaheim,Hermosa Beach,221.0
Anaheim,Pasadena,2000.0
Anaheim,Newport Beach,27599.0
Anaheim,Santa Monica,2457.0
Anaheim,El Centro,82.0
Anaheim,Sacramento,92.0
Anaheim,Cerritos,16349.0
Anaheim,Covina,270.0
Anaheim,Lomita,35.0
Anaheim,Manhattan Beach,518.0
Anaheim,Maywood,526.0
Anaheim,Monrovia,247.0
Anaheim,San Dimas,657.0
Anaheim,San Luis Obispo,86.0
Anaheim,Santa Cruz,76.0
Anaheim,Upland,1063.0
Anaheim,Yucaipa,202.0
Anaheim,Redlands,1261.0
Anaheim,Carlsbad,234.0
Anaheim,National City,326.0
Anaheim,Santee,149.0
Anaheim,Eastvale,192.0
Anaheim,Big Bear Lake,2665.0
Anaheim,Fontana,589.0
Anaheim,Rialto,122.0
Anaheim,Murrieta,406.0
Anaheim,Atascadero,44.0
Anaheim,South Lake Tahoe,62.0
Anaheim,Fresno,390.0
Anaheim,Folsom,132.0
Anaheim,Monterey,172.0
Anaheim,Artesia,5178.0
Anaheim,Milpitas,74.0
Anaheim,Avalon,129.0
Anaheim,Bellflower,2447.0
Anaheim,Bell Gardens,249.0
Anaheim,Claremont,252.0
Anaheim,Commerce,4566.0
Anaheim,Cudahy,293.0
Anaheim,El Monte,724.0
Anaheim,Goleta,174.0
Anaheim,Santa Barbara,536.0
Anaheim,Alondra Park,237.0
Anaheim,Avocado Heights,79.0
Anaheim,Bermuda Dunes,86.0
Anaheim,Bloomington,80.0
Anaheim,Bonita,68.0
Anaheim,Castro Valley,69.0
Anaheim,Citrus,114.0
Anaheim,Coto de Caza,186.0
Anaheim,Crestline,46.0
Anaheim,East Los Angeles,1458.0
Anaheim,East San Gabriel,66.0
Anaheim,East Whittier,518.0
Anaheim,Fallbrook,73.0
Anaheim,Florence-Graham,468.0
Anaheim,Gold River,66.0
Anaheim,Hacienda Heights,620.0
Anaheim,Harbison Canyon,82.0
Anaheim,Highgrove,144.0
Anaheim,Home Gardens,156.0
Anaheim,Isla Vista,77.0
Anaheim,La Crescenta-Montrose,129.0
Anaheim,Ladera Heights,175.0
Anaheim,Ladera Ranch,225.0
Anaheim,Lennox,218.0
Anaheim,McClellan Park,77.0
Anaheim,March ARB,77.0
Anaheim,Mead Valley,68.0
Anaheim,Midway City,3054.0
Anaheim,Mountain View Acres,100.0
Anaheim,North Tustin,4204.0
Anaheim,Nuevo,66.0
Anaheim,Romoland,76.0
Anaheim,Rossmoor,1400.0
Anaheim,Rowland Heights,855.0
Anaheim,South San Jose Hills,200.0
Anaheim,South Whittier,658.0
Anaheim,Temescal Valley,219.0
Anaheim,Thousand Palms,119.0
Anaheim,Vincent,216.0
Anaheim,Vista Santa Rosa,154.0
Anaheim,West Carson,287.0
Anaheim,Westmont,48.0
Anaheim,West Rancho Dominguez,77.0
Anaheim,West Whittier-Los Nietos,176.0
Anaheim,Willowbrook,46.0
Anaheim,Woodcrest,127.0
Anaheim,Wrightwood,64.0
Costa Mesa,Anaheim,16352.0
Costa Mesa,Cypress,1636.0
Costa Mesa,Fullerton,3881.0
Costa Mesa,Garden Grove,6387.0
Costa Mesa,Laguna Niguel,1992.0
Costa Mesa,Orange,7764.0
Costa Mesa,Placentia,668.0
Costa Mesa,San Juan Capistrano,1268.0
Costa Mesa,Santa Ana,52799.0
Costa Mesa,Westminster,8210.0
Costa Mesa,Yorba Linda,209.0
Costa Mesa,San Bernardino,260.0
Costa Mesa,Chino Hills,57.0
Costa Mesa,Chino,299.0
Costa Mesa,Bakersfield,93.0
Costa Mesa,Fairfield,160.0
Costa Mesa,Escondido,127.0
Costa Mesa,Oakland,530.0
Costa Mesa,Carson,441.0
Costa Mesa,Chula Vista,117.0
Costa Mesa,San Diego,1209.0
Costa Mesa,Ontario,518.0
Costa Mesa,Bishop,89.0
Costa Mesa,El Cajon,176.0
Costa Mesa,Encinitas,75.0
Costa Mesa,Oceanside,376.0
Costa Mesa,San Marcos,57.0
Costa Mesa,Alameda,172.0
Costa Mesa,Vista,190.0
Costa Mesa,Glendora,227.0
Costa Mesa,Hawthorne,48.0
Costa Mesa,Inglewood,57.0
Costa Mesa,La Mirada,440.0
Costa Mesa,Santa Clarita,69.0
Costa Mesa,Santa Fe Springs,75.0
Costa Mesa,Lynwood,197.0
Costa Mesa,Baldwin Park,173.0
Costa Mesa,Beverly Hills,632.0
Costa Mesa,Glendale,168.0
Costa Mesa,Los Angeles,12862.0
Costa Mesa,Paramount,81.0
Costa Mesa,Temple City,93.0
Costa Mesa,Rancho Cucamonga,96.0
Costa Mesa,Corte Madera,75.0
Costa Mesa,Ceres,86.0
Costa Mesa,San Francisco,601.0
Costa Mesa,Riverside,840.0
Costa Mesa,Moreno Valley,162.0
Costa Mesa,Corona,1105.0
Costa Mesa,Beaumont,86.0
Costa Mesa,Hemet,361.0
Costa Mesa,Norco,376.0
Costa Mesa,Cathedral City,81.0
Costa Mesa,Palm Desert,498.0
Costa Mesa,Pomona,230.0
Costa Mesa,Duarte,89.0
Costa Mesa,Arcadia,360.0
Costa Mesa,Monterey Park,333.0
Costa Mesa,West Hollywood,315.0
Costa Mesa,West Covina,70.0
Costa Mesa,Irwindale,72.0
Costa Mesa,Azusa,184.0
Costa Mesa,Long Beach,5369.0
Costa Mesa,Signal Hill,356.0
Costa Mesa,Rancho Palos Verdes,93.0
Costa Mesa,Lancaster,120.0
Costa Mesa,Alhambra,161.0
Costa Mesa,Montebello,75.0
Costa Mesa,Gardena,204.0
Costa Mesa,Lakewood,276.0
Costa Mesa,Norwalk,353.0
Costa Mesa,Downey,379.0
Costa Mesa,Whittier,162.0
Costa Mesa,Pico Rivera,368.0
Costa Mesa,South Gate,81.0
Costa Mesa,Culver City,208.0
Costa Mesa,Pleasanton,95.0
Costa Mesa,Eureka,93.0
Costa Mesa,Redondo Beach,280.0
Costa Mesa,Torrance,991.0
Costa Mesa,Banning,998.0
Costa Mesa,Brea,1649.0
Costa Mesa,Irvine,21631.0
Costa Mesa,La Habra,571.0
Costa Mesa,Stanton,595.0
Costa Mesa,Thousand Oaks,120.0
Costa Mesa,Indian Wells,86.0
Costa Mesa,Tulare,75.0
Costa Mesa,Rancho Mirage,96.0
Costa Mesa,Temecula,961.0
Costa Mesa,Desert Hot Springs,57.0
Costa Mesa,Palm Springs,417.0
Costa Mesa,La Palma,81.0
Costa Mesa,Los Alamitos,808.0
Costa Mesa,Mission Viejo,3374.0
Costa Mesa,Rancho Santa Margarita,2157.0
Costa Mesa,San Clemente,1158.0
Costa Mesa,Seal Beach,1434.0
Costa Mesa,Villa Park,81.0
Costa Mesa,Aliso Viejo,3206.0
Costa Mesa,Huntington Beach,41769.0
Costa Mesa,Tustin,2878.0
Costa Mesa,Buena Park,2582.0
Costa Mesa,Dana Point,1513.0
Costa Mesa,Fountain Valley,21935.0
Costa Mesa,Laguna Beach,2055.0
Costa Mesa,Laguna Hills,998.0
Costa Mesa,Laguna Woods,1578.0
Costa Mesa,Lake Forest,5703.0
Costa Mesa,El Cerrito,75.0
Costa Mesa,El Segundo,212.0
Costa Mesa,Hawaiian Gardens,150.0
Costa Mesa,Hermosa Beach,86.0
Costa Mesa,Pasadena,237.0
Costa Mesa,Newport Beach,108240.0
Costa Mesa,Santa Monica,908.0
Costa Mesa,Cerritos,436.0
Costa Mesa,Covina,69.0
Costa Mesa,Lomita,75.0
Costa Mesa,Manhattan Beach,184.0
Costa Mesa,Monrovia,96.0
Costa Mesa,San Dimas,214.0
Costa Mesa,Santa Cruz,81.0
Costa Mesa,Upland,86.0
Costa Mesa,Yucaipa,93.0
Costa Mesa,Carlsbad,323.0
Costa Mesa,Santee,96.0
Costa Mesa,Eastvale,120.0
Costa Mesa,Big Bear Lake,1250.0
Costa Mesa,Fontana,96.0
Costa Mesa,Rialto,72.0
Costa Mesa,Grover Beach,75.0
Costa Mesa,Fresno,75.0
Costa Mesa,Folsom,415.0
Costa Mesa,Walnut Creek,57.0
Costa Mesa,Artesia,332.0
Costa Mesa,Bellflower,293.0
Costa Mesa,Claremont,177.0
Costa Mesa,Commerce,527.0
Costa Mesa,Bermuda Dunes,81.0
Costa Mesa,Charter Oak,89.0
Costa Mesa,Coto de Caza,171.0
Costa Mesa,East Los Angeles,137.0
Costa Mesa,El Dorado Hills,75.0
Costa Mesa,Fallbrook,72.0
Costa Mesa,Hacienda Heights,69.0
Costa Mesa,Home Gardens,150.0
Costa Mesa,Isla Vista,87.0
Costa Mesa,Joshua Tree,81.0
Costa Mesa,Ladera Ranch,156.0
Costa Mesa,Lennox,185.0
Costa Mesa,Midway City,661.0
Costa Mesa,Morongo Valley,57.0
Costa Mesa,North Tustin,858.0
Costa Mesa,Rossmoor,281.0
Costa Mesa,Rowland Heights,168.0
Costa Mesa,South Whittier,57.0
Costa Mesa,Vincent,201.0
Costa Mesa,West Carson,179.0
Costa Mesa,Wrightwood,182.0
Cypress,Anaheim,20049.0
Cypress,Costa Mesa,1591.0
Cypress,Fullerton,6372.0
Cypress,Garden Grove,14684.0
Cypress,Laguna Niguel,299.0
Cypress,Orange,2789.0
Cypress,Placentia,424.0
Cypress,San Juan Capistrano,76.0
Cypress,Santa Ana,4320.0
Cypress,Westminster,6660.0
Cypress,Yorba Linda,246.0
Cypress,San Bernardino,216.0
Cypress,Chino Hills,90.0
Cypress,Chino,58.0
Cypress,Oakland,279.0
Cypress,Carson,1319.0
Cypress,Chula Vista,81.0
Cypress,San Diego,269.0
Cypress,Loma Linda,79.0
Cypress,Montclair,65.0
Cypress,Ontario,644.0
Cypress,El Cajon,144.0
Cypress,Berkeley,154.0
Cypress,Newark,119.0
Cypress,Fremont,237.0
Cypress,Hawthorne,184.0
Cypress,Inglewood,325.0
Cypress,La Mirada,1816.0
Cypress,Palos Verdes Estates,76.0
Cypress,Santa Fe Springs,706.0
Cypress,Walnut,76.0
Cypress,Lynwood,296.0
Cypress,Camarillo,65.0
Cypress,Baldwin Park,288.0
Cypress,Beverly Hills,59.0
Cypress,Glendale,563.0
Cypress,La Puente,178.0
Cypress,Los Angeles,14826.0
Cypress,Paramount,600.0
Cypress,Temple City,123.0
Cypress,Rancho Cucamonga,191.0
Cypress,Lincoln,79.0
Cypress,Riverside,652.0
Cypress,Moreno Valley,339.0
Cypress,Corona,59.0
Cypress,Hemet,68.0
Cypress,Norco,188.0
Cypress,Palm Desert,492.0
Cypress,La Habra Heights,58.0
Cypress,Pomona,45.0
Cypress,Industry,161.0
Cypress,Diamond Bar,220.0
Cypress,Duarte,58.0
Cypress,Arcadia,691.0
Cypress,Monterey Park,182.0
Cypress,West Hollywood,242.0
Cypress,West Covina,454.0
Cypress,La Verne,68.0
Cypress,Irwindale,113.0
Cypress,Azusa,79.0
Cypress,Long Beach,28093.0
Cypress,Signal Hill,1015.0
Cypress,Rancho Palos Verdes,112.0
Cypress,Alhambra,543.0
Cypress,Rosemead,272.0
Cypress,Montebello,572.0
Cypress,Gardena,1648.0
Cypress,Lakewood,6867.0
Cypress,Compton,147.0
Cypress,San Gabriel,356.0
Cypress,Norwalk,2047.0
Cypress,Downey,1123.0
Cypress,Whittier,1012.0
Cypress,Pico Rivera,251.0
Cypress,Bell,45.0
Cypress,Huntington Park,127.0
Cypress,South Gate,265.0
Cypress,Culver City,370.0
Cypress,Redondo Beach,196.0
Cypress,Torrance,2232.0
Cypress,Menifee,116.0
Cypress,Wildomar,117.0
Cypress,Banning,68.0
Cypress,Brea,1417.0
Cypress,Irvine,3060.0
Cypress,La Habra,1141.0
Cypress,Stanton,4047.0
Cypress,Thousand Oaks,45.0
Cypress,Roseville,238.0
Cypress,Temecula,756.0
Cypress,Palm Springs,79.0
Cypress,La Palma,11784.0
Cypress,Los Alamitos,14546.0
Cypress,Mission Viejo,512.0
Cypress,Rancho Santa Margarita,74.0
Cypress,San Clemente,175.0
Cypress,Seal Beach,5467.0
Cypress,Aliso Viejo,485.0
Cypress,Huntington Beach,8292.0
Cypress,Tustin,305.0
Cypress,Buena Park,29342.0
Cypress,Dana Point,303.0
Cypress,Fountain Valley,2592.0
Cypress,Laguna Beach,449.0
Cypress,Laguna Hills,116.0
Cypress,Laguna Woods,274.0
Cypress,Lake Forest,175.0
Cypress,Jurupa Valley,58.0
Cypress,El Segundo,501.0
Cypress,Hawaiian Gardens,2224.0
Cypress,Hermosa Beach,59.0
Cypress,Pasadena,306.0
Cypress,Newport Beach,3066.0
Cypress,Elk Grove,59.0
Cypress,Sacramento,238.0
Cypress,Cerritos,21398.0
Cypress,Manhattan Beach,552.0
Cypress,Maywood,205.0
Cypress,Monrovia,184.0
Cypress,San Dimas,147.0
Cypress,Upland,277.0
Cypress,Eastvale,65.0
Cypress,Big Bear Lake,613.0
Cypress,Fontana,136.0
Cypress,Murrieta,123.0
Cypress,Agoura Hills,59.0
Cypress,Artesia,4633.0
Cypress,Bellflower,1769.0
Cypress,Bell Gardens,59.0
Cypress,Commerce,1482.0
Cypress,El Monte,79.0
Cypress,Alondra Park,68.0
Cypress,Avocado Heights,68.0
Cypress,Del Aire,65.0
Cypress,East Los Angeles,195.0
Cypress,East San Gabriel,45.0
Cypress,Florence-Graham,68.0
Cypress,Hacienda Heights,102.0
Cypress,March ARB,154.0
Cypress,Midway City,517.0
Cypress,North Tustin,162.0
Cypress,Nuevo,130.0
Cypress,Pixley,65.0
Cypress,Rossmoor,7414.0
Cypress,Rowland Heights,185.0
Cypress,South San Gabriel,44.0
Cypress,South San Jose Hills,68.0
Cypress,South Whittier,437.0
Cypress,Temescal Valley,65.0
Cypress,West Carson,104.0
Cypress,West Rancho Dominguez,154.0
Cypress,West Whittier-Los Nietos,192.0
Cypress,Willowbrook,161.0
Fullerton,Anaheim,110020.0
Fullerton,Costa Mesa,6986.0
Fullerton,Cypress,5101.0
Fullerton,Garden Grove,15979.0
Fullerton,Laguna Niguel,484.0
Fullerton,Orange,16483.0
Fullerton,Placentia,21917.0
Fullerton,San Juan Capistrano,151.0
Fullerton,Santa Ana,17433.0
Fullerton,Westminster,5527.0
Fullerton,Yorba Linda,7883.0
Fullerton,Apple Valley,230.0
Fullerton,San Bernardino,631.0
Fullerton,Hesperia,61.0
Fullerton,Victorville,570.0
Fullerton,Chino Hills,1672.0
Fullerton,Chino,518.0
Fullerton,Bakersfield,45.0
Fullerton,Blythe,68.0
Fullerton,Indio,146.0
Fullerton,Davis,78.0
Fullerton,Fairfield,56.0
Fullerton,Coronado,141.0
Fullerton,Oakland,56.0
Fullerton,Carson,1212.0
Fullerton,Lemon Grove,249.0
Fullerton,Chula Vista,142.0
Fullerton,San Diego,1630.0
Fullerton,Shafter,65.0
Fullerton,Loma Linda,65.0
Fullerton,Montclair,414.0
Fullerton,Bradbury,82.0
Fullerton,Ontario,2311.0
Fullerton,Bishop,84.0
Fullerton,Encinitas,70.0
Fullerton,Oceanside,496.0
Fullerton,Poway,241.0
Fullerton,San Marcos,92.0
Fullerton,Dublin,83.0
Fullerton,Vista,69.0
Fullerton,Union City,82.0
Fullerton,King City,139.0
Fullerton,San Fernando,77.0
Fullerton,Glendora,148.0
Fullerton,Hawthorne,363.0
Fullerton,Inglewood,374.0
Fullerton,La Cañada Flintridge,259.0
Fullerton,La Mirada,11240.0
Fullerton,Santa Clarita,77.0
Fullerton,Santa Fe Springs,662.0
Fullerton,Walnut,280.0
Fullerton,South Pasadena,157.0
Fullerton,Calabasas,176.0
Fullerton,Lynwood,455.0
Fullerton,Moorpark,56.0
Fullerton,Camarillo,138.0
Fullerton,Oxnard,122.0
Fullerton,Baldwin Park,531.0
Fullerton,Beverly Hills,375.0
Fullerton,Glendale,1407.0
Fullerton,La Puente,526.0
Fullerton,Los Angeles,43386.0
Fullerton,Paramount,701.0
Fullerton,Rancho Cucamonga,436.0
Fullerton,San Jose,731.0
Fullerton,Barstow,117.0
Fullerton,Colton,83.0
Fullerton,Grand Terrace,83.0
Fullerton,Millbrae,56.0
Fullerton,San Francisco,647.0
Fullerton,Pacific Grove,166.0
Fullerton,Menlo Park,72.0
Fullerton,San Mateo,274.0
Fullerton,Lawndale,60.0
Fullerton,Riverside,2440.0
Fullerton,Moreno Valley,509.0
Fullerton,Corona,572.0
Fullerton,Lake Elsinore,242.0
Fullerton,Beaumont,101.0
Fullerton,Hemet,74.0
Fullerton,Norco,636.0
Fullerton,Cathedral City,45.0
Fullerton,San Jacinto,83.0
Fullerton,Palm Desert,69.0
Fullerton,La Habra Heights,219.0
Fullerton,Santa Clara,348.0
Fullerton,Pomona,1837.0
Fullerton,Industry,429.0
Fullerton,Diamond Bar,613.0
Fullerton,Duarte,562.0
Fullerton,Arcadia,693.0
Fullerton,Monterey Park,546.0
Fullerton,West Hollywood,549.0
Fullerton,West Covina,371.0
Fullerton,La Verne,208.0
Fullerton,Irwindale,172.0
Fullerton,San Marino,70.0
Fullerton,Azusa,63.0
Fullerton,Long Beach,7902.0
Fullerton,Signal Hill,183.0
Fullerton,Rancho Palos Verdes,112.0
Fullerton,Lancaster,161.0
Fullerton,Alhambra,870.0
Fullerton,Rosemead,400.0
Fullerton,Montebello,606.0
Fullerton,Gardena,1113.0
Fullerton,Lakewood,2636.0
Fullerton,Compton,547.0
Fullerton,San Gabriel,509.0
Fullerton,Norwalk,3381.0
Fullerton,Downey,2087.0
Fullerton,Whittier,4367.0
Fullerton,Pico Rivera,1164.0
Fullerton,Bell,61.0
Fullerton,Huntington Park,155.0
Fullerton,South Gate,799.0
Fullerton,Culver City,211.0
Fullerton,Livermore,83.0
Fullerton,Redondo Beach,585.0
Fullerton,Torrance,2424.0
Fullerton,Menifee,72.0
Fullerton,Burlingame,148.0
Fullerton,Daly City,56.0
Fullerton,San Carlos,56.0
Fullerton,Wildomar,219.0
Fullerton,Banning,1343.0
Fullerton,Brea,82536.0
Fullerton,Irvine,9103.0
Fullerton,La Habra,30587.0
Fullerton,Stanton,2492.0
Fullerton,Simi Valley,69.0
Fullerton,Thousand Oaks,174.0
Fullerton,Calimesa,82.0
Fullerton,La Quinta,130.0
Fullerton,Tulare,200.0
Fullerton,Temecula,1766.0
Fullerton,Palm Springs,197.0
Fullerton,La Palma,2046.0
Fullerton,Los Alamitos,1050.0
Fullerton,Mission Viejo,1372.0
Fullerton,Rancho Santa Margarita,560.0
Fullerton,San Clemente,375.0
Fullerton,Seal Beach,720.0
Fullerton,Villa Park,222.0
Fullerton,Aliso Viejo,1593.0
Fullerton,Huntington Beach,7090.0
Fullerton,Tustin,2385.0
Fullerton,Buena Park,69181.0
Fullerton,Dana Point,444.0
Fullerton,Fountain Valley,3503.0
Fullerton,Laguna Beach,469.0
Fullerton,Laguna Hills,954.0
Fullerton,Laguna Woods,674.0
Fullerton,Lake Forest,2177.0
Fullerton,El Cerrito,119.0
Fullerton,Jurupa Valley,129.0
Fullerton,El Segundo,477.0
Fullerton,Hawaiian Gardens,223.0
Fullerton,Hermosa Beach,83.0
Fullerton,Pasadena,1775.0
Fullerton,Newport Beach,9473.0
Fullerton,Santa Monica,1663.0
Fullerton,Elk Grove,224.0
Fullerton,Sacramento,155.0
Fullerton,Hollister,74.0
Fullerton,Cerritos,10817.0
Fullerton,Covina,512.0
Fullerton,Lomita,74.0
Fullerton,Manhattan Beach,83.0
Fullerton,Maywood,583.0
Fullerton,Monrovia,704.0
Fullerton,San Dimas,767.0
Fullerton,San Luis Obispo,130.0
Fullerton,Santa Cruz,56.0
Fullerton,Upland,1055.0
Fullerton,Redlands,227.0
Fullerton,Santee,61.0
Fullerton,Eastvale,74.0
Fullerton,Big Bear Lake,1100.0
Fullerton,Fontana,219.0
Fullerton,Rialto,670.0
Fullerton,Murrieta,144.0
Fullerton,Folsom,50.0
Fullerton,Rancho Cordova,444.0
Fullerton,Monterey,499.0
Fullerton,Carpinteria,49.0
Fullerton,Salinas,65.0
Fullerton,Artesia,3729.0
Fullerton,Bellflower,1458.0
Fullerton,Bell Gardens,531.0
Fullerton,Claremont,278.0
Fullerton,Commerce,2350.0
Fullerton,Cudahy,136.0
Fullerton,El Monte,438.0
Fullerton,Goleta,69.0
Fullerton,Alondra Park,70.0
Fullerton,Arden-Arcade,139.0
Fullerton,Avocado Heights,65.0
Fullerton,Charter Oak,137.0
Fullerton,Coto de Caza,61.0
Fullerton,Del Aire,56.0
Fullerton,East Los Angeles,600.0
Fullerton,East Whittier,415.0
Fullerton,Fallbrook,121.0
Fullerton,Florence-Graham,185.0
Fullerton,Hacienda Heights,717.0
Fullerton,Ladera Heights,154.0
Fullerton,Lennox,192.0
Fullerton,Lompico,56.0
Fullerton,McClellan Park,92.0
Fullerton,Midway City,431.0
Fullerton,Mountain View Acres,61.0
Fullerton,North Tustin,662.0
Fullerton,Quartz Hill,92.0
Fullerton,Rossmoor,687.0
Fullerton,Rowland Heights,1925.0
Fullerton,South San Jose Hills,183.0
Fullerton,South Whittier,1485.0
Fullerton,Temescal Valley,206.0
Fullerton,Vincent,72.0
Fullerton,West Athens,72.0
Fullerton,West Carson,324.0
Fullerton,Westmont,68.0
Fullerton,West Rancho Dominguez,269.0
Fullerton,West Whittier-Los Nietos,219.0
Fullerton,Willowbrook,331.0
Garden Grove,Anaheim,102316.0
Garden Grove,Costa Mesa,13433.0
Garden Grove,Cypress,29969.0
Garden Grove,Fullerton,18869.0
Garden Grove,Laguna Niguel,1482.0
Garden Grove,Orange,34151.0
Garden Grove,Placentia,2615.0
Garden Grove,San Juan Capistrano,1140.0
Garden Grove,Santa Ana,94656.0
Garden Grove,Westminster,124236.0
Garden Grove,Yorba Linda,1834.0
Garden Grove,San Bernardino,397.0
Garden Grove,Hesperia,73.0
Garden Grove,Redding,78.0
Garden Grove,Victorville,279.0
Garden Grove,Chino Hills,403.0
Garden Grove,Chino,706.0
Garden Grove,Blythe,84.0
Garden Grove,Indio,218.0
Garden Grove,Coronado,78.0
Garden Grove,Escondido,155.0
Garden Grove,Sand City,75.0
Garden Grove,Oakland,75.0
Garden Grove,Carson,798.0
Garden Grove,Lemon Grove,91.0
Garden Grove,Chula Vista,194.0
Garden Grove,San Diego,2224.0
Garden Grove,Montclair,172.0
Garden Grove,Ontario,1183.0
Garden Grove,Bishop,78.0
Garden Grove,El Cajon,100.0
Garden Grove,Encinitas,125.0
Garden Grove,La Mesa,67.0
Garden Grove,Oceanside,332.0
Garden Grove,Berkeley,56.0
Garden Grove,Vista,159.0
